config1,config2,mean_rmse_config1,mean_rmse_config2,std_rmse_config1,std_rmse_config2,t_statistic,p_value,cohen_d,significant_force_rmse,better_config
hpo_095_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-32_mlp_width-512,hpo_090_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-16_mlp_width-128,0.1856266826254867,0.2087962573933893,0.005399023327205659,0.003630641663616249,-10.683412404753367,4.0747941289095925e-08,-5.036208905075724,True,hpo_095_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-32_mlp_width-512
hpo_044_num_layers-1_l_max-2_num_scalar_features-64_num_tensor_features-64_mlp_width-512,hpo_005_num_layers-1_l_max-1_num_scalar_features-32_num_tensor_features-32_mlp_width-512,0.2007664883677925,0.22947943044599484,0.006707670045304332,0.005355447336278558,-10.035588511555295,4.087471055078362e-08,-4.730821793145707,True,hpo_044_num_layers-1_l_max-2_num_scalar_features-64_num_tensor_features-64_mlp_width-512
hpo_107_num_layers-2_l_max-2_num_scalar_features-128_num_tensor_features-64_mlp_width-512,hpo_102_num_layers-2_l_max-2_num_scalar_features-128_num_tensor_features-32_mlp_width-128,0.17229209510332644,0.1989055082850888,0.00584867136313662,0.0030634672169123777,-12.092594484181223,4.1342272704074526e-08,-5.700503707935723,True,hpo_107_num_layers-2_l_max-2_num_scalar_features-128_num_tensor_features-64_mlp_width-512
hpo_078_num_layers-2_l_max-1_num_scalar_features-128_num_tensor_features-64_mlp_width-128,hpo_072_num_layers-2_l_max-1_num_scalar_features-128_num_tensor_features-16_mlp_width-128,0.20345481535820664,0.2181351883247565,0.0030928725591807633,0.0033026860283041776,-9.733326300738941,4.153531795778139e-08,-4.588334020502585,True,hpo_078_num_layers-2_l_max-1_num_scalar_features-128_num_tensor_features-64_mlp_width-128
hpo_083_num_layers-2_l_max-2_num_scalar_features-32_num_tensor_features-16_mlp_width-512,hpo_014_num_layers-1_l_max-1_num_scalar_features-64_num_tensor_features-32_mlp_width-512,0.20006987689635217,0.22407521972069525,0.005062832148332221,0.005398474951601893,-9.730491959269655,4.163222881309596e-08,-4.586997899120497,True,hpo_083_num_layers-2_l_max-2_num_scalar_features-32_num_tensor_features-16_mlp_width-512
hpo_084_num_layers-2_l_max-2_num_scalar_features-32_num_tensor_features-32_mlp_width-128,hpo_020_num_layers-1_l_max-1_num_scalar_features-128_num_tensor_features-16_mlp_width-512,0.2075035499652737,0.22861318916227344,0.003391859137774939,0.004939660318930717,-10.568780714501065,4.1701245331634415e-08,-4.9821710080648725,True,hpo_084_num_layers-2_l_max-2_num_scalar_features-32_num_tensor_features-32_mlp_width-128
hpo_051_num_layers-1_l_max-2_num_scalar_features-128_num_tensor_features-64_mlp_width-128,hpo_024_num_layers-1_l_max-1_num_scalar_features-128_num_tensor_features-64_mlp_width-128,0.20549200026337544,0.22012373612428562,0.003425460300348686,0.0027510273668476803,-9.99117902351288,4.244518552793734e-08,-4.7098869597164965,True,hpo_051_num_layers-1_l_max-2_num_scalar_features-128_num_tensor_features-64_mlp_width-128
hpo_044_num_layers-1_l_max-2_num_scalar_features-64_num_tensor_features-64_mlp_width-512,hpo_010_num_layers-1_l_max-1_num_scalar_features-64_num_tensor_features-16_mlp_width-256,0.2007664883677925,0.23439623684983457,0.006707670045304332,0.0026527654314562423,-13.986786741671194,4.254444017125794e-08,-6.593434501363864,True,hpo_044_num_layers-1_l_max-2_num_scalar_features-64_num_tensor_features-64_mlp_width-512
hpo_060_num_layers-2_l_max-1_num_scalar_features-32_num_tensor_features-64_mlp_width-128,hpo_011_num_layers-1_l_max-1_num_scalar_features-64_num_tensor_features-16_mlp_width-512,0.21316567144526058,0.23257999162634416,0.004328212644792544,0.004164990229115318,-9.696315935580161,4.267749105209328e-08,-4.57088716705061,True,hpo_060_num_layers-2_l_max-1_num_scalar_features-32_num_tensor_features-64_mlp_width-128
hpo_086_num_layers-2_l_max-2_num_scalar_features-32_num_tensor_features-32_mlp_width-512,hpo_007_num_layers-1_l_max-1_num_scalar_features-32_num_tensor_features-64_mlp_width-256,0.19015165467524323,0.2238019050727941,0.0076326924553058615,0.004400987599029344,-11.457873736956849,4.282541788296128e-08,-5.401293478254291,True,hpo_086_num_layers-2_l_max-2_num_scalar_features-32_num_tensor_features-32_mlp_width-512
hpo_083_num_layers-2_l_max-2_num_scalar_features-32_num_tensor_features-16_mlp_width-512,hpo_046_num_layers-1_l_max-2_num_scalar_features-128_num_tensor_features-16_mlp_width-256,0.20006987689635217,0.2217209904693507,0.005062832148332221,0.003391873940222868,-10.658537729379223,4.282752908205998e-08,-5.024482870651144,True,hpo_083_num_layers-2_l_max-2_num_scalar_features-32_num_tensor_features-16_mlp_width-512
hpo_089_num_layers-2_l_max-2_num_scalar_features-32_num_tensor_features-64_mlp_width-512,hpo_064_num_layers-2_l_max-1_num_scalar_features-64_num_tensor_features-16_mlp_width-256,0.18065494603751395,0.2157321339767457,0.0069536318999889775,0.002697184451738871,-14.109124959915698,4.289698113802169e-08,-6.651105290509844,True,hpo_089_num_layers-2_l_max-2_num_scalar_features-32_num_tensor_features-64_mlp_width-512
hpo_082_num_layers-2_l_max-2_num_scalar_features-32_num_tensor_features-16_mlp_width-256,hpo_020_num_layers-1_l_max-1_num_scalar_features-128_num_tensor_features-16_mlp_width-512,0.2076379784112101,0.22861318916227344,0.0036319982304843642,0.004939660318930717,-10.263178055033045,4.3092579309804215e-08,-4.838108532825885,True,hpo_082_num_layers-2_l_max-2_num_scalar_features-32_num_tensor_features-16_mlp_width-256
hpo_069_num_layers-2_l_max-1_num_scalar_features-64_num_tensor_features-64_mlp_width-128,hpo_020_num_layers-1_l_max-1_num_scalar_features-128_num_tensor_features-16_mlp_width-512,0.20658843287803658,0.22861318916227344,0.0027301235219419464,0.004939660318930717,-11.707161661505749,4.312426073110466e-08,-5.518808932865255,True,hpo_069_num_layers-2_l_max-1_num_scalar_features-64_num_tensor_features-64_mlp_width-128
hpo_071_num_layers-2_l_max-1_num_scalar_features-64_num_tensor_features-64_mlp_width-512,hpo_032_num_layers-1_l_max-2_num_scalar_features-32_num_tensor_features-32_mlp_width-512,0.19145324520462953,0.21365747953798742,0.005188298525412543,0.004264504843055174,-9.918531890656865,4.32015938334083e-08,-4.675640772865666,True,hpo_071_num_layers-2_l_max-1_num_scalar_features-64_num_tensor_features-64_mlp_width-512
hpo_106_num_layers-2_l_max-2_num_scalar_features-128_num_tensor_features-64_mlp_width-256,hpo_075_num_layers-2_l_max-1_num_scalar_features-128_num_tensor_features-32_mlp_width-128,0.18239709264590206,0.21009357774932916,0.005973135935875554,0.002922217875743715,-12.49533164243291,4.3248073979869086e-08,-5.890355825026102,True,hpo_106_num_layers-2_l_max-2_num_scalar_features-128_num_tensor_features-64_mlp_width-256
hpo_087_num_layers-2_l_max-2_num_scalar_features-32_num_tensor_features-64_mlp_width-128,hpo_014_num_layers-1_l_max-1_num_scalar_features-64_num_tensor_features-32_mlp_width-512,0.19985677398160243,0.22407521972069525,0.00521150122093544,0.005398474951601893,-9.682793886956771,4.3414640427443854e-08,-4.5645128121991885,True,hpo_087_num_layers-2_l_max-2_num_scalar_features-32_num_tensor_features-64_mlp_width-128
hpo_089_num_layers-2_l_max-2_num_scalar_features-32_num_tensor_features-64_mlp_width-512,hpo_017_num_layers-1_l_max-1_num_scalar_features-64_num_tensor_features-64_mlp_width-512,0.18065494603751395,0.21384537817809693,0.0069536318999889775,0.0075312158849155765,-9.713823982570956,4.348684248475559e-08,-4.5791405395522915,True,hpo_089_num_layers-2_l_max-2_num_scalar_features-32_num_tensor_features-64_mlp_width-512
hpo_085_num_layers-2_l_max-2_num_scalar_features-32_num_tensor_features-32_mlp_width-256,hpo_024_num_layers-1_l_max-1_num_scalar_features-128_num_tensor_features-64_mlp_width-128,0.19906879673368638,0.22012373612428562,0.004782099440612603,0.0027510273668476803,-11.449248771019604,4.380901301018818e-08,-5.397227630319805,True,hpo_085_num_layers-2_l_max-2_num_scalar_features-32_num_tensor_features-32_mlp_width-256
hpo_090_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-16_mlp_width-128,hpo_037_num_layers-1_l_max-2_num_scalar_features-64_num_tensor_features-16_mlp_width-256,0.2087962573933893,0.22593669983089595,0.003630641663616249,0.0038677211306289397,-9.693371669808478,4.3833556940862974e-08,-4.569499226855429,True,hpo_090_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-16_mlp_width-128
hpo_089_num_layers-2_l_max-2_num_scalar_features-32_num_tensor_features-64_mlp_width-512,hpo_073_num_layers-2_l_max-1_num_scalar_features-128_num_tensor_features-16_mlp_width-256,0.18065494603751395,0.21111770542733665,0.0069536318999889775,0.004075117277449406,-11.33884710942,4.390107104940869e-08,-5.345183787938909,True,hpo_089_num_layers-2_l_max-2_num_scalar_features-32_num_tensor_features-64_mlp_width-512
hpo_040_num_layers-1_l_max-2_num_scalar_features-64_num_tensor_features-32_mlp_width-256,hpo_010_num_layers-1_l_max-1_num_scalar_features-64_num_tensor_features-16_mlp_width-256,0.21389983168008192,0.23439623684983457,0.004646593249975495,0.0026527654314562423,-11.492208563719755,4.391187064594097e-08,-5.417479070810901,True,hpo_040_num_layers-1_l_max-2_num_scalar_features-64_num_tensor_features-32_mlp_width-256
hpo_046_num_layers-1_l_max-2_num_scalar_features-128_num_tensor_features-16_mlp_width-256,hpo_001_num_layers-1_l_max-1_num_scalar_features-32_num_tensor_features-16_mlp_width-256,0.2217209904693507,0.2392002930275565,0.003391873940222868,0.004084073067537546,-9.877350900698712,4.4194291257527545e-08,-4.656227868028742,True,hpo_046_num_layers-1_l_max-2_num_scalar_features-128_num_tensor_features-16_mlp_width-256
hpo_040_num_layers-1_l_max-2_num_scalar_features-64_num_tensor_features-32_mlp_width-256,hpo_018_num_layers-1_l_max-1_num_scalar_features-128_num_tensor_features-16_mlp_width-128,0.21389983168008192,0.23362478201720607,0.004646593249975495,0.0032652579204344332,-10.419667920442846,4.4283858288380926e-08,-4.911878562838045,True,hpo_040_num_layers-1_l_max-2_num_scalar_features-64_num_tensor_features-32_mlp_width-256
hpo_080_num_layers-2_l_max-1_num_scalar_features-128_num_tensor_features-64_mlp_width-512,hpo_032_num_layers-1_l_max-2_num_scalar_features-32_num_tensor_features-32_mlp_width-512,0.186418048807259,0.21365747953798742,0.0063856400700684065,0.004264504843055174,-10.642207024670633,4.442795289699754e-08,-5.016784502623811,True,hpo_080_num_layers-2_l_max-1_num_scalar_features-128_num_tensor_features-64_mlp_width-512
hpo_086_num_layers-2_l_max-2_num_scalar_features-32_num_tensor_features-32_mlp_width-512,hpo_013_num_layers-1_l_max-1_num_scalar_features-64_num_tensor_features-32_mlp_width-256,0.19015165467524323,0.22704349189621084,0.0076326924553058615,0.0032985919122133296,-13.310394430310655,4.4518757498803305e-08,-6.274580107960211,True,hpo_086_num_layers-2_l_max-2_num_scalar_features-32_num_tensor_features-32_mlp_width-512
hpo_097_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-64_mlp_width-256,hpo_042_num_layers-1_l_max-2_num_scalar_features-64_num_tensor_features-64_mlp_width-128,0.18491538321505765,0.20921257603339308,0.005387357842691856,0.002837541247523009,-11.971132116165812,4.478298465125991e-08,-5.643245798547273,True,hpo_097_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-64_mlp_width-256
hpo_107_num_layers-2_l_max-2_num_scalar_features-128_num_tensor_features-64_mlp_width-512,hpo_100_num_layers-2_l_max-2_num_scalar_features-128_num_tensor_features-16_mlp_width-256,0.17229209510332644,0.19884219497677205,0.00584867136313662,0.005820220069954927,-9.653204830383993,4.4793715347949126e-08,-4.550564397164838,True,hpo_107_num_layers-2_l_max-2_num_scalar_features-128_num_tensor_features-64_mlp_width-512
hpo_087_num_layers-2_l_max-2_num_scalar_features-32_num_tensor_features-64_mlp_width-128,hpo_015_num_layers-1_l_max-1_num_scalar_features-64_num_tensor_features-64_mlp_width-128,0.19985677398160243,0.2223259825958347,0.00521150122093544,0.0032457917488905846,-10.979123776359835,4.498613706112708e-08,-5.17560858250033,True,hpo_087_num_layers-2_l_max-2_num_scalar_features-32_num_tensor_features-64_mlp_width-128
hpo_087_num_layers-2_l_max-2_num_scalar_features-32_num_tensor_features-64_mlp_width-128,hpo_023_num_layers-1_l_max-1_num_scalar_features-128_num_tensor_features-32_mlp_width-512,0.19985677398160243,0.2221785236269712,0.00521150122093544,0.0043811806544185,-9.835661846576564,4.5092667653006765e-08,-4.636575459448059,True,hpo_087_num_layers-2_l_max-2_num_scalar_features-32_num_tensor_features-64_mlp_width-128
hpo_101_num_layers-2_l_max-2_num_scalar_features-128_num_tensor_features-16_mlp_width-512,hpo_024_num_layers-1_l_max-1_num_scalar_features-128_num_tensor_features-64_mlp_width-128,0.19136897560294813,0.22012373612428562,0.006068513079794013,0.0027510273668476803,-12.946845546581523,4.574756665214824e-08,-6.103201520641766,True,hpo_101_num_layers-2_l_max-2_num_scalar_features-128_num_tensor_features-16_mlp_width-512
hpo_107_num_layers-2_l_max-2_num_scalar_features-128_num_tensor_features-64_mlp_width-512,hpo_068_num_layers-2_l_max-1_num_scalar_features-64_num_tensor_features-32_mlp_width-512,0.17229209510332644,0.19733375791919525,0.00584867136313662,0.0037507787681437432,-10.81239582580373,4.5798295203979055e-08,-5.097012272865959,True,hpo_107_num_layers-2_l_max-2_num_scalar_features-128_num_tensor_features-64_mlp_width-512
hpo_089_num_layers-2_l_max-2_num_scalar_features-32_num_tensor_features-64_mlp_width-512,hpo_058_num_layers-2_l_max-1_num_scalar_features-32_num_tensor_features-32_mlp_width-256,0.18065494603751395,0.21193246203636995,0.0069536318999889775,0.0036701894288021196,-11.93376450922084,4.5805038690155124e-08,-5.6256305397022714,True,hpo_089_num_layers-2_l_max-2_num_scalar_features-32_num_tensor_features-64_mlp_width-512
hpo_094_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-32_mlp_width-256,hpo_008_num_layers-1_l_max-1_num_scalar_features-32_num_tensor_features-64_mlp_width-512,0.19522161013764197,0.22208317725325946,0.004682241731088477,0.006357565161364717,-10.206154944134518,4.5974363018246286e-08,-4.811227580558751,True,hpo_094_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-32_mlp_width-256
hpo_094_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-32_mlp_width-256,hpo_064_num_layers-2_l_max-1_num_scalar_features-64_num_tensor_features-16_mlp_width-256,0.19522161013764197,0.2157321339767457,0.004682241731088477,0.002697184451738871,-11.38728080034536,4.630953070044863e-08,-5.36801564879972,True,hpo_094_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-32_mlp_width-256
hpo_100_num_layers-2_l_max-2_num_scalar_features-128_num_tensor_features-16_mlp_width-256,hpo_045_num_layers-1_l_max-2_num_scalar_features-128_num_tensor_features-16_mlp_width-128,0.19884219497677205,0.22371646678553286,0.005820220069954927,0.003718432297976623,-10.804500654089418,4.7220440759166974e-08,-5.09329045322741,True,hpo_100_num_layers-2_l_max-2_num_scalar_features-128_num_tensor_features-16_mlp_width-256
hpo_084_num_layers-2_l_max-2_num_scalar_features-32_num_tensor_features-32_mlp_width-128,hpo_045_num_layers-1_l_max-2_num_scalar_features-128_num_tensor_features-16_mlp_width-128,0.2075035499652737,0.22371646678553286,0.003391859137774939,0.003718432297976623,-9.663899583599507,4.753561092837773e-08,-4.555605952179377,True,hpo_084_num_layers-2_l_max-2_num_scalar_features-32_num_tensor_features-32_mlp_width-128
hpo_064_num_layers-2_l_max-1_num_scalar_features-64_num_tensor_features-16_mlp_width-256,hpo_036_num_layers-1_l_max-2_num_scalar_features-64_num_tensor_features-16_mlp_width-128,0.2157321339767457,0.22771658400894973,0.002697184451738871,0.002585886313662771,-9.622138006544057,4.756285389736276e-08,-4.535919355960074,True,hpo_064_num_layers-2_l_max-1_num_scalar_features-64_num_tensor_features-16_mlp_width-256
hpo_059_num_layers-2_l_max-1_num_scalar_features-32_num_tensor_features-32_mlp_width-512,hpo_045_num_layers-1_l_max-2_num_scalar_features-128_num_tensor_features-16_mlp_width-128,0.20449679405253948,0.22371646678553286,0.004523406373147026,0.003718432297976623,-9.846831834825506,4.760750080187773e-08,-4.641841042405793,True,hpo_059_num_layers-2_l_max-1_num_scalar_features-32_num_tensor_features-32_mlp_width-512
hpo_105_num_layers-2_l_max-2_num_scalar_features-128_num_tensor_features-64_mlp_width-128,hpo_067_num_layers-2_l_max-1_num_scalar_features-64_num_tensor_features-32_mlp_width-256,0.19069381996348997,0.20550064258194467,0.0033519100008600118,0.0031706947388936025,-9.627411132591053,4.775833659579277e-08,-4.538405131417329,True,hpo_105_num_layers-2_l_max-2_num_scalar_features-128_num_tensor_features-64_mlp_width-128
hpo_068_num_layers-2_l_max-1_num_scalar_features-64_num_tensor_features-32_mlp_width-512,hpo_056_num_layers-2_l_max-1_num_scalar_features-32_num_tensor_features-16_mlp_width-512,0.19733375791919525,0.2160824671959709,0.0037507787681437432,0.004378666010020257,-9.755627616592074,4.779239750474478e-08,-4.598846961615341,True,hpo_068_num_layers-2_l_max-1_num_scalar_features-64_num_tensor_features-32_mlp_width-512
hpo_052_num_layers-1_l_max-2_num_scalar_features-128_num_tensor_features-64_mlp_width-256,hpo_014_num_layers-1_l_max-1_num_scalar_features-64_num_tensor_features-32_mlp_width-512,0.2011866667974268,0.22407521972069525,0.0035989075431855154,0.005398474951601893,-10.583294753907825,4.808278182597207e-08,-4.989012991856157,True,hpo_052_num_layers-1_l_max-2_num_scalar_features-128_num_tensor_features-64_mlp_width-256
hpo_093_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-32_mlp_width-128,hpo_023_num_layers-1_l_max-1_num_scalar_features-128_num_tensor_features-32_mlp_width-512,0.20355819549435789,0.2221785236269712,0.0036278357557599237,0.0043811806544185,-9.820454764462633,4.821618640437309e-08,-4.629406772191512,True,hpo_093_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-32_mlp_width-128
hpo_078_num_layers-2_l_max-1_num_scalar_features-128_num_tensor_features-64_mlp_width-128,hpo_016_num_layers-1_l_max-1_num_scalar_features-64_num_tensor_features-64_mlp_width-256,0.20345481535820664,0.21771347248542974,0.0030928725591807633,0.0032028748038945656,-9.607298930898326,4.834483547201085e-08,-4.528924148616315,True,hpo_078_num_layers-2_l_max-1_num_scalar_features-128_num_tensor_features-64_mlp_width-128
hpo_092_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-16_mlp_width-512,hpo_057_num_layers-2_l_max-1_num_scalar_features-32_num_tensor_features-32_mlp_width-128,0.1954854701970169,0.2180243197739632,0.0052114637995057285,0.0031128870179095353,-11.138781080366789,4.8382739095404024e-08,-5.250871757386516,True,hpo_092_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-16_mlp_width-512
hpo_104_num_layers-2_l_max-2_num_scalar_features-128_num_tensor_features-32_mlp_width-512,hpo_093_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-32_mlp_width-128,0.18398307605308697,0.20355819549435789,0.0046417545347173786,0.0036278357557599237,-9.968197935045568,4.851106379900171e-08,-4.699053570720308,True,hpo_104_num_layers-2_l_max-2_num_scalar_features-128_num_tensor_features-32_mlp_width-512
hpo_071_num_layers-2_l_max-1_num_scalar_features-64_num_tensor_features-64_mlp_width-512,hpo_040_num_layers-1_l_max-2_num_scalar_features-64_num_tensor_features-32_mlp_width-256,0.19145324520462953,0.21389983168008192,0.005188298525412543,0.004646593249975495,-9.66850194841229,4.878101217350302e-08,-4.557775527758451,True,hpo_071_num_layers-2_l_max-1_num_scalar_features-64_num_tensor_features-64_mlp_width-512
hpo_065_num_layers-2_l_max-1_num_scalar_features-64_num_tensor_features-16_mlp_width-512,hpo_021_num_layers-1_l_max-1_num_scalar_features-128_num_tensor_features-32_mlp_width-128,0.20981052433916958,0.22610897950966688,0.0038744539821047403,0.002813910002397755,-10.21105379394958,4.879224055777119e-08,-4.813536920508247,True,hpo_065_num_layers-2_l_max-1_num_scalar_features-64_num_tensor_features-16_mlp_width-512
hpo_063_num_layers-2_l_max-1_num_scalar_features-64_num_tensor_features-16_mlp_width-128,hpo_043_num_layers-1_l_max-2_num_scalar_features-64_num_tensor_features-64_mlp_width-256,0.22090698569348696,0.20499603756342646,0.00275704643075373,0.0037828567330857044,10.197251770512683,4.883238084969849e-08,4.80703058426403,True,hpo_043_num_layers-1_l_max-2_num_scalar_features-64_num_tensor_features-64_mlp_width-256
hpo_098_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-64_mlp_width-512,hpo_087_num_layers-2_l_max-2_num_scalar_features-32_num_tensor_features-64_mlp_width-128,0.1776244577622469,0.19985677398160243,0.00443231141349088,0.00521150122093544,-9.748981367566788,4.917456488134029e-08,-4.5957138897785175,True,hpo_098_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-64_mlp_width-512
hpo_085_num_layers-2_l_max-2_num_scalar_features-32_num_tensor_features-32_mlp_width-256,hpo_055_num_layers-2_l_max-1_num_scalar_features-32_num_tensor_features-16_mlp_width-256,0.19906879673368638,0.22034606773510226,0.004782099440612603,0.00462962141623094,-9.5901666265287,4.947075097980711e-08,-4.520847902884906,True,hpo_085_num_layers-2_l_max-2_num_scalar_features-32_num_tensor_features-32_mlp_width-256
hpo_058_num_layers-2_l_max-1_num_scalar_features-32_num_tensor_features-32_mlp_width-256,hpo_002_num_layers-1_l_max-1_num_scalar_features-32_num_tensor_features-16_mlp_width-512,0.21193246203636995,0.2355887365194291,0.0036701894288021196,0.005582217599219654,-10.622998922145785,4.9526520729225285e-08,-5.00772971625778,True,hpo_058_num_layers-2_l_max-1_num_scalar_features-32_num_tensor_features-32_mlp_width-256
hpo_043_num_layers-1_l_max-2_num_scalar_features-64_num_tensor_features-64_mlp_width-256,hpo_007_num_layers-1_l_max-1_num_scalar_features-32_num_tensor_features-64_mlp_width-256,0.20499603756342646,0.2238019050727941,0.0037828567330857044,0.004400987599029344,-9.72158297013273,4.9664237649593445e-08,-4.582798161365675,True,hpo_043_num_layers-1_l_max-2_num_scalar_features-64_num_tensor_features-64_mlp_width-256
hpo_016_num_layers-1_l_max-1_num_scalar_features-64_num_tensor_features-64_mlp_width-256,hpo_003_num_layers-1_l_max-1_num_scalar_features-32_num_tensor_features-32_mlp_width-128,0.21771347248542974,0.23347816082526865,0.0032028748038945656,0.0036780130343311477,-9.697152615660933,4.975967959322258e-08,-4.571281581823141,True,hpo_016_num_layers-1_l_max-1_num_scalar_features-64_num_tensor_features-64_mlp_width-256
hpo_040_num_layers-1_l_max-2_num_scalar_features-64_num_tensor_features-32_mlp_width-256,hpo_003_num_layers-1_l_max-1_num_scalar_features-32_num_tensor_features-32_mlp_width-128,0.21389983168008192,0.23347816082526865,0.004646593249975495,0.0036780130343311477,-9.911245395253701,4.9842018126775973e-08,-4.67220588599189,True,hpo_040_num_layers-1_l_max-2_num_scalar_features-64_num_tensor_features-32_mlp_width-256
hpo_094_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-32_mlp_width-256,hpo_025_num_layers-1_l_max-1_num_scalar_features-128_num_tensor_features-64_mlp_width-256,0.19522161013764197,0.21613449892506156,0.004682241731088477,0.004577313323616273,-9.58147299104549,4.985427769314679e-08,-4.516749683816013,True,hpo_094_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-32_mlp_width-256
hpo_097_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-64_mlp_width-256,hpo_082_num_layers-2_l_max-2_num_scalar_features-32_num_tensor_features-16_mlp_width-256,0.18491538321505765,0.2076379784112101,0.005387357842691856,0.0036319982304843642,-10.491693770457642,5.045012774817078e-08,-4.945831874148837,True,hpo_097_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-64_mlp_width-256
hpo_067_num_layers-2_l_max-1_num_scalar_features-64_num_tensor_features-32_mlp_width-256,hpo_022_num_layers-1_l_max-1_num_scalar_features-128_num_tensor_features-32_mlp_width-256,0.20550064258194467,0.22265846632763303,0.0031706947388936025,0.004085289364830054,-9.953578659008882,5.0853295428530396e-08,-4.69216197790592,True,hpo_067_num_layers-2_l_max-1_num_scalar_features-64_num_tensor_features-32_mlp_width-256
hpo_101_num_layers-2_l_max-2_num_scalar_features-128_num_tensor_features-16_mlp_width-512,hpo_072_num_layers-2_l_max-1_num_scalar_features-128_num_tensor_features-16_mlp_width-128,0.19136897560294813,0.2181351883247565,0.006068513079794013,0.0033026860283041776,-11.622287108128301,5.1433064918891446e-08,-5.478798684703007,True,hpo_101_num_layers-2_l_max-2_num_scalar_features-128_num_tensor_features-16_mlp_width-512
hpo_090_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-16_mlp_width-128,hpo_027_num_layers-1_l_max-2_num_scalar_features-32_num_tensor_features-16_mlp_width-128,0.2087962573933893,0.2300456111825537,0.003630641663616249,0.005071549200080486,-10.220686500666092,5.166935801965093e-08,-4.818077822001866,True,hpo_090_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-16_mlp_width-128
hpo_086_num_layers-2_l_max-2_num_scalar_features-32_num_tensor_features-32_mlp_width-512,hpo_012_num_layers-1_l_max-1_num_scalar_features-64_num_tensor_features-32_mlp_width-128,0.19015165467524323,0.22908225317671338,0.0076326924553058615,0.002713048320099987,-14.417792511872833,5.1700257786524976e-08,-6.796612569923937,True,hpo_086_num_layers-2_l_max-2_num_scalar_features-32_num_tensor_features-32_mlp_width-512
hpo_088_num_layers-2_l_max-2_num_scalar_features-32_num_tensor_features-64_mlp_width-256,hpo_081_num_layers-2_l_max-2_num_scalar_features-32_num_tensor_features-16_mlp_width-128,0.19329931311272316,0.21401593214847872,0.004885888503077901,0.004141210681548604,-9.703629244510887,5.286742767092019e-08,-4.574334693942495,True,hpo_088_num_layers-2_l_max-2_num_scalar_features-32_num_tensor_features-64_mlp_width-256
hpo_092_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-16_mlp_width-512,hpo_016_num_layers-1_l_max-1_num_scalar_features-64_num_tensor_features-64_mlp_width-256,0.1954854701970169,0.21771347248542974,0.0052114637995057285,0.0032028748038945656,-10.901412762399199,5.2969325778947927e-08,-5.13897525920403,True,hpo_092_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-16_mlp_width-512
hpo_091_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-16_mlp_width-256,hpo_007_num_layers-1_l_max-1_num_scalar_features-32_num_tensor_features-64_mlp_width-256,0.20381394302312106,0.2238019050727941,0.004491353733763757,0.004400987599029344,-9.53599951036218,5.317481907738329e-08,-4.495313279445796,True,hpo_091_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-16_mlp_width-256
hpo_089_num_layers-2_l_max-2_num_scalar_features-32_num_tensor_features-64_mlp_width-512,hpo_049_num_layers-1_l_max-2_num_scalar_features-128_num_tensor_features-32_mlp_width-256,0.18065494603751395,0.2112028242895885,0.0069536318999889775,0.003788086186463689,-11.573362422223463,5.3652622353589016e-08,-5.4557353665891855,True,hpo_089_num_layers-2_l_max-2_num_scalar_features-32_num_tensor_features-64_mlp_width-512
hpo_053_num_layers-1_l_max-2_num_scalar_features-128_num_tensor_features-64_mlp_width-512,hpo_020_num_layers-1_l_max-1_num_scalar_features-128_num_tensor_features-16_mlp_width-512,0.19841805111744593,0.22861318916227344,0.007206790827368897,0.004939660318930717,-10.367825123149203,5.3665189829232545e-08,-4.8874396338233685,True,hpo_053_num_layers-1_l_max-2_num_scalar_features-128_num_tensor_features-64_mlp_width-512
