image_index,allegro_energy_norm,allegro_fmax_final,vasp_energy_norm,vasp_fmax_final
0,0.0,0.43084724704985267,0.0,0.0027314285639569637
1,1.201891030805882,1.6526470681575567,0.06672022999987348,0.2177393835207586
2,3.2982732935299737,1.7330654444097202,0.28469917000006717,0.473559800200566
3,4.178433100440998,0.038506584342305354,0.4423910599998635,0.025113355530474217
4,3.3807557931575047,1.7665822217584592,0.39178870000000643,0.18908286564625573
5,1.113993927501724,1.5090971508368491,0.3112902400000621,0.1351828947833268
6,0.02666049754634514,0.46154062236205784,0.27860721999991256,0.0033857904542366466
