Name,Default_default_final_rel_rmse_f,Default_default_final_rmse_e_per_atom,Default_default_final_rmse_f,valid_default_final_rel_rmse_f,valid_default_final_rmse_e_per_atom,valid_default_final_rmse_f
model_14_r_cut5.0_max_L1_num_channels32_learning_rate0.001_batch_size4_initial_rep_2_fold_2,39.48966735176102,1.6861454350873828,32.596565783023834,29.60461993107107,1.8413763027638197,34.47424620389938
model_14_r_cut5.0_max_L1_num_channels32_learning_rate0.001_batch_size4_initial_rep_2_fold_1,39.49305215176543,1.5719332732260227,32.59935975074768,29.630001416112112,1.735660363920033,34.50380265712738
model_14_r_cut5.0_max_L1_num_channels32_learning_rate0.001_batch_size4_initial_rep_2_fold_0,39.57019851346603,1.6054108273237944,32.66303986310959,29.668297579135334,1.7422266537323594,34.54839810729027
model_14_r_cut5.0_max_L1_num_channels32_learning_rate0.001_batch_size4_initial_rep_1_fold_1,41.194712966784394,1.8451272044330835,34.00398790836334,6.480399364347851,9.498320519924164,149.88310635089874
model_14_r_cut5.0_max_L1_num_channels32_learning_rate0.001_batch_size4_initial_rep_1_fold_0,40.918232656558104,1.7992337234318256,33.77576544880867,2.4690305245872337,10.575744323432446,57.105425745248795
model_14_r_cut5.0_max_L1_num_channels32_learning_rate0.001_batch_size4_initial_rep_0_fold_1,40.47181446024173,1.7532958881929517,33.40727463364601,6.699798881270777,4.037089645862579,216.58630669116977
model_14_r_cut5.0_max_L1_num_channels32_learning_rate0.001_batch_size4_initial_rep_0_fold_2,40.89172290053072,1.962472451850772,33.753883093595505,3.608224675973959,3.0909485649317503,116.64410680532455
model_10_r_cut5.0_max_L0_num_channels128_learning_rate0.001_batch_size4_initial_rep_2_fold_1,37.394392657295455,1.469290000386536,30.86703084409237,27.87848060544303,1.529423403553665,32.464176416397095
model_10_r_cut5.0_max_L0_num_channels128_learning_rate0.001_batch_size4_initial_rep_2_fold_0,37.4081800759801,1.3584515545517206,30.87841160595417,27.89291164640851,1.416615443304181,32.480981200933456
model_10_r_cut5.0_max_L0_num_channels128_learning_rate0.001_batch_size4_initial_rep_1_fold_1,40.815407765223114,2.167836530134082,33.69089215993881,2.1617506734634047,4.471770487725735,49.9984472990036
model_10_r_cut5.0_max_L0_num_channels128_learning_rate0.001_batch_size4_initial_rep_1_fold_2,39.81839461512301,1.764800515957177,32.8679122030735,2.0530595858629264,3.773131873458624,47.484565526247025
model_10_r_cut5.0_max_L0_num_channels128_learning_rate0.001_batch_size4_initial_rep_1_fold_0,40.07088715625226,1.8441264983266592,33.07633101940155,2.9540579092840185,3.1302485149353743,68.32347065210342
model_10_r_cut5.0_max_L0_num_channels128_learning_rate0.001_batch_size4_initial_rep_0_fold_1,39.98429494600601,1.874401234090328,33.00485387444496,2.814037856217692,4.541113507002592,90.97020328044891
model_10_r_cut5.0_max_L0_num_channels128_learning_rate0.001_batch_size4_initial_rep_0_fold_2,41.29393725064711,2.2854830604046583,34.085892140865326,1.813559790076188,5.293055437505245,58.62746387720108
model_10_r_cut5.0_max_L0_num_channels128_learning_rate0.001_batch_size4_initial_rep_0_fold_0,39.547461683569715,1.807634369470179,32.64427185058594,4.027850667599031,3.96269466727972,130.20947575569153
