"Name","State","Notes","User","Tags","Created","Runtime","Sweep","AllegroBesselBasis_trainable","PolynomialCutoff_p","_jit_bailout_depth","_jit_fuser","_jit_fusion_strategy","allow_tf32","amsgrad","append","ase_args.format","avg_num_neighbors","batch_size","bessel_frequency_cutoff","betas","chemical_symbols","dataset","dataset_file_name","dataset_seed","dataset_statistics_stride","default_dtype","device","e3nn_version","early_stopping_lower_bounds.LR","early_stopping_patiences.validation_loss","edge_eng_mlp_initialization","edge_eng_mlp_latent_dimensions","ema_decay","ema_use_num_updates","env_embed_mlp_initialization","env_embed_mlp_latent_dimensions","eps","equivariance_test","gpu_oom_offload","grad_anomaly_mode","l_max","latent_mlp_initialization","latent_mlp_latent_dimensions","latent_mlp_nonlinearity","latent_resnet","learning_rate","loss_coeffs.forces","loss_coeffs.stress","loss_coeffs.total_energy","lr_scheduler_factor","lr_scheduler_name","lr_scheduler_patience","max_epochs","metrics_components","metrics_key","model_builders","model_debug_mode","model_dtype","n_train","n_val","nequip_version","num_layers","num_tensor_features","num_weights","optimizer_name","parity","r_max","root","run_name","seed","shuffle","tensorboard","torch_version","two_body_latent_mlp_initialization","two_body_latent_mlp_latent_dimensions","two_body_latent_mlp_nonlinearity","use_ema","validation_dataset","validation_dataset_file_name","verbose","wandb","wandb_project","warn_unused","weight_decay","LR","cumulative_wall","epoch","training_e/N_mae","training_e_mae","training_f_mae","training_f_rmse","training_loss","training_loss_e","training_loss_f","training_loss_stress","training_stress_mae","training_stress_rmse","validation_e/N_mae","validation_e_mae","validation_f_mae","validation_f_rmse","validation_loss","validation_loss_e","validation_loss_f","validation_loss_stress","validation_stress_mae","validation_stress_rmse","wall"
"allegro_model_87_r_max7p0_l_max1_num_layers2_num_tensor_features64_learning_rate0p0001","finished","-","","","2024-11-22T17:39:57.000Z","63507","","true","6","2","fuser1","[[""DYNAMIC"",3]]","false","false","true","extxyz","auto","4","4","[0.9,0.999]","[""Ti"",""V"",""Cr"",""Zr"",""W""]","ase","./data/gen_4_2024-11-14_og_train.xyz","456","1","float32","cuda","0.4.4","0.00001","50","uniform","[64]","0.99","true","uniform","[]","1e-8","false","false","false","1","uniform","[512,512,512]","silu","true","0.0001","50","25","[1]","0.5","ReduceLROnPlateau","50","100","[[""forces"",""mae""],[""forces"",""rmse""],[""forces"",""mae"",{""PerSpecies"":false,""report_per_component"":false}],[""forces"",""rmse"",{""PerSpecies"":false,""report_per_component"":false}],[""total_energy"",""mae""],[""total_energy"",""mae"",{""PerAtom"":true}],[""stress"",""mae""],[""stress"",""rmse""]]","validation_loss","[""allegro.model.Allegro"",""PerSpeciesRescale"",""StressForceOutput"",""RescaleEnergyEtc""]","false","float32","7724","965","0.6.0","2","64","2134985","Adam","o3_full","7","results/allegro_model_87_r_max7p0_l_max1_num_layers2_num_tensor_features64_learning_rate0p0001","allegro_model_87_r_max7p0_l_max1_num_layers2_num_tensor_features64_learning_rate0p0001","123","true","false","1.11.0","uniform","[64,128,256,512]","silu","true","ase","./data/gen_4_2024-11-14_og_val.xyz","debug","true","allegro_hpo_vcrtiwzr","false","0","0.0001","61492.83179600909","100","0.010249079205095768","1.2708865404129028","0.15499752759933472","0.21276496350765228","4.958735466003418","2.694878578186035","0.04526893049478531","0.000016791709640529007","0.0025141374208033085","0.004097769036889076","0.004547344986349344","0.5638707876205444","0.1583193987607956","0.21896374225616455","3.0561907291412354","0.6586709022521973","0.04794511944055557","0.00001058136604115134","0.002104046754539013","0.0032529011368751526","61492.83179600909"
"allegro_model_86_r_max7p0_l_max1_num_layers2_num_tensor_features32_learning_rate0p001","finished","-","","","2024-11-22T17:02:36.000Z","54683","","true","6","2","fuser1","[[""DYNAMIC"",3]]","false","false","true","extxyz","auto","4","4","[0.9,0.999]","[""Ti"",""V"",""Cr"",""Zr"",""W""]","ase","./data/gen_4_2024-11-14_og_train.xyz","456","1","float32","cuda","0.4.4","0.00001","50","uniform","[64]","0.99","true","uniform","[]","1e-8","false","false","false","1","uniform","[512,512,512]","silu","true","0.001","50","25","[1]","0.5","ReduceLROnPlateau","50","100","[[""forces"",""mae""],[""forces"",""rmse""],[""forces"",""mae"",{""report_per_component"":false,""PerSpecies"":false}],[""forces"",""rmse"",{""PerSpecies"":false,""report_per_component"":false}],[""total_energy"",""mae""],[""total_energy"",""mae"",{""PerAtom"":true}],[""stress"",""mae""],[""stress"",""rmse""]]","validation_loss","[""allegro.model.Allegro"",""PerSpeciesRescale"",""StressForceOutput"",""RescaleEnergyEtc""]","false","float32","7724","965","0.6.0","2","32","1952713","Adam","o3_full","7","results/allegro_model_86_r_max7p0_l_max1_num_layers2_num_tensor_features32_learning_rate0p001","allegro_model_86_r_max7p0_l_max1_num_layers2_num_tensor_features32_learning_rate0p001","123","true","false","1.11.0","uniform","[64,128,256,512]","silu","true","ase","./data/gen_4_2024-11-14_og_val.xyz","debug","true","allegro_hpo_vcrtiwzr","false","0","0.001","52437.01799802389","100","0.009928806684911253","1.2311718463897705","0.1240566298365593","0.17426517605781555","4.03622579574585","2.517245054244995","0.030368350446224213","0.000022712783902534284","0.002667548833414912","0.004765793215483427","0.00355381891131401","0.4406735301017761","0.1243353709578514","0.17239122092723846","1.966357469558716","0.4800364673137665","0.029718734323978424","0.00001538225478725508","0.002432591049000621","0.003922021482139826","52437.01799802389"
"allegro_model_85_r_max7p0_l_max1_num_layers2_num_tensor_features32_learning_rate0p0005","finished","-","","","2024-11-22T16:46:12.000Z","54329","","true","6","2","fuser1","[[""DYNAMIC"",3]]","false","false","true","extxyz","auto","4","4","[0.9,0.999]","[""Ti"",""V"",""Cr"",""Zr"",""W""]","ase","./data/gen_4_2024-11-14_og_train.xyz","456","1","float32","cuda","0.4.4","0.00001","50","uniform","[64]","0.99","true","uniform","[]","1e-8","false","false","false","1","uniform","[512,512,512]","silu","true","0.0005","50","25","[1]","0.5","ReduceLROnPlateau","50","100","[[""forces"",""mae""],[""forces"",""rmse""],[""forces"",""mae"",{""PerSpecies"":false,""report_per_component"":false}],[""forces"",""rmse"",{""PerSpecies"":false,""report_per_component"":false}],[""total_energy"",""mae""],[""total_energy"",""mae"",{""PerAtom"":true}],[""stress"",""mae""],[""stress"",""rmse""]]","validation_loss","[""allegro.model.Allegro"",""PerSpeciesRescale"",""StressForceOutput"",""RescaleEnergyEtc""]","false","float32","7724","965","0.6.0","2","32","1952713","Adam","o3_full","7","results/allegro_model_85_r_max7p0_l_max1_num_layers2_num_tensor_features32_learning_rate0p0005","allegro_model_85_r_max7p0_l_max1_num_layers2_num_tensor_features32_learning_rate0p0005","123","true","false","1.11.0","uniform","[64,128,256,512]","silu","true","ase","./data/gen_4_2024-11-14_og_val.xyz","debug","true","allegro_hpo_vcrtiwzr","false","0","0.0005","52252.80151675781","100","0.009562802501022816","1.1857869625091553","0.13073459267616272","0.1826898008584976","4.053246021270752","2.383993864059448","0.033375564962625504","0.00001898170739877969","0.002492237603291869","0.004356800112873316","0.003851530374959111","0.4775896668434143","0.1316821426153183","0.2040696442127228","2.5904901027679443","0.5080766677856445","0.041644416749477386","0.000007742233719909564","0.001786829554475844","0.002782487077638507","52252.80151675781"
"allegro_model_84_r_max7p0_l_max1_num_layers2_num_tensor_features32_learning_rate0p0001","finished","-","","","2024-11-22T16:33:01.000Z","54117","","true","6","2","fuser1","[[""DYNAMIC"",3]]","false","false","true","extxyz","auto","4","4","[0.9,0.999]","[""Ti"",""V"",""Cr"",""Zr"",""W""]","ase","./data/gen_4_2024-11-14_og_train.xyz","456","1","float32","cuda","0.4.4","0.00001","50","uniform","[64]","0.99","true","uniform","[]","1e-8","false","false","false","1","uniform","[512,512,512]","silu","true","0.0001","50","25","[1]","0.5","ReduceLROnPlateau","50","100","[[""forces"",""mae""],[""forces"",""rmse""],[""forces"",""mae"",{""PerSpecies"":false,""report_per_component"":false}],[""forces"",""rmse"",{""PerSpecies"":false,""report_per_component"":false}],[""total_energy"",""mae""],[""total_energy"",""mae"",{""PerAtom"":true}],[""stress"",""mae""],[""stress"",""rmse""]]","validation_loss","[""allegro.model.Allegro"",""PerSpeciesRescale"",""StressForceOutput"",""RescaleEnergyEtc""]","false","float32","7724","965","0.6.0","2","32","1952713","Adam","o3_full","7","results/allegro_model_84_r_max7p0_l_max1_num_layers2_num_tensor_features32_learning_rate0p0001","allegro_model_84_r_max7p0_l_max1_num_layers2_num_tensor_features32_learning_rate0p0001","123","true","false","1.11.0","uniform","[64,128,256,512]","silu","true","ase","./data/gen_4_2024-11-14_og_val.xyz","debug","true","allegro_hpo_vcrtiwzr","false","0","0.0001","52101.096086924896","100","0.010203721933066843","1.2652617692947388","0.16168667376041412","0.2228173017501831","5.090244293212891","2.6073460578918457","0.04964755102992058","0.00002064846557914279","0.0027268745470792055","0.004544058348983526","0.004739492665976286","0.5876972079277039","0.16511718928813934","0.22904212772846225","3.3374927043914795","0.7141299843788147","0.05246030166745186","0.000013912124813941771","0.0023548800963908434","0.003729896154254675","52101.096086924896"
"allegro_model_83_r_max7p0_l_max1_num_layers2_num_tensor_features16_learning_rate0p001","finished","-","","","2024-11-22T12:55:57.000Z","50236","","true","6","2","fuser1","[[""DYNAMIC"",3]]","false","false","true","extxyz","auto","4","4","[0.9,0.999]","[""Ti"",""V"",""Cr"",""Zr"",""W""]","ase","./data/gen_4_2024-11-14_og_train.xyz","456","1","float32","cuda","0.4.4","0.00001","50","uniform","[64]","0.99","true","uniform","[]","1e-8","false","false","false","1","uniform","[512,512,512]","silu","true","0.001","50","25","[1]","0.5","ReduceLROnPlateau","50","100","[[""forces"",""mae""],[""forces"",""rmse""],[""forces"",""mae"",{""PerSpecies"":false,""report_per_component"":false}],[""forces"",""rmse"",{""PerSpecies"":false,""report_per_component"":false}],[""total_energy"",""mae""],[""total_energy"",""mae"",{""PerAtom"":true}],[""stress"",""mae""],[""stress"",""rmse""]]","validation_loss","[""allegro.model.Allegro"",""PerSpeciesRescale"",""StressForceOutput"",""RescaleEnergyEtc""]","false","float32","7724","965","0.6.0","2","16","1866185","Adam","o3_full","7","results/allegro_model_83_r_max7p0_l_max1_num_layers2_num_tensor_features16_learning_rate0p001","allegro_model_83_r_max7p0_l_max1_num_layers2_num_tensor_features16_learning_rate0p001","123","true","false","1.11.0","uniform","[64,128,256,512]","silu","true","ase","./data/gen_4_2024-11-14_og_val.xyz","debug","true","allegro_hpo_vcrtiwzr","false","0","0.001","48150.33254983416","100","0.010423226282000542","1.292481541633606","0.13190171122550964","0.2227376401424408","5.389432907104492","2.908295154571533","0.04961206018924713","0.00002157312337658368","0.0026359520852565765","0.004644687753170729","0.003848768537864089","0.4772473275661469","0.1325986534357071","0.24897252023220065","3.6559245586395264","0.5562541484832764","0.06198730692267418","0.000012182631508039776","0.0022119602654129267","0.0034903623163700104","48150.33254983416"
"allegro_model_82_r_max7p0_l_max1_num_layers2_num_tensor_features16_learning_rate0p0005","finished","-","","","2024-11-22T12:52:12.000Z","49979","","true","6","2","fuser1","[[""DYNAMIC"",3]]","false","false","true","extxyz","auto","4","4","[0.9,0.999]","[""Ti"",""V"",""Cr"",""Zr"",""W""]","ase","./data/gen_4_2024-11-14_og_train.xyz","456","1","float32","cuda","0.4.4","0.00001","50","uniform","[64]","0.99","true","uniform","[]","1e-8","false","false","false","1","uniform","[512,512,512]","silu","true","0.0005","50","25","[1]","0.5","ReduceLROnPlateau","50","100","[[""forces"",""mae""],[""forces"",""rmse""],[""forces"",""mae"",{""PerSpecies"":false,""report_per_component"":false}],[""forces"",""rmse"",{""PerSpecies"":false,""report_per_component"":false}],[""total_energy"",""mae""],[""total_energy"",""mae"",{""PerAtom"":true}],[""stress"",""mae""],[""stress"",""rmse""]]","validation_loss","[""allegro.model.Allegro"",""PerSpeciesRescale"",""StressForceOutput"",""RescaleEnergyEtc""]","false","float32","7724","965","0.6.0","2","16","1866185","Adam","o3_full","7","results/allegro_model_82_r_max7p0_l_max1_num_layers2_num_tensor_features16_learning_rate0p0005","allegro_model_82_r_max7p0_l_max1_num_layers2_num_tensor_features16_learning_rate0p0005","123","true","false","1.11.0","uniform","[64,128,256,512]","silu","true","ase","./data/gen_4_2024-11-14_og_val.xyz","debug","true","allegro_hpo_vcrtiwzr","false","0","0.0005","47970.50976157002","100","0.010273843072354794","1.2739589214324951","0.13632194697856903","0.19037404656410217","4.565277099609375","2.7527453899383545","0.036242276430130005","0.000017009560906444676","0.002412146655842662","0.004124264698475599","0.00409402372315526","0.507658839225769","0.13772806525230408","0.20310452580451965","2.610023021697998","0.5472131371498108","0.041251447051763535","0.000009469958058616612","0.001981208100914955","0.0030773296020925045","47970.50976157002"
"allegro_model_81_r_max7p0_l_max1_num_layers2_num_tensor_features16_learning_rate0p0001","finished","-","","","2024-11-22T12:46:39.000Z","50109","","true","6","2","fuser1","[[""DYNAMIC"",3]]","false","false","true","extxyz","auto","4","4","[0.9,0.999]","[""Ti"",""V"",""Cr"",""Zr"",""W""]","ase","./data/gen_4_2024-11-14_og_train.xyz","456","1","float32","cuda","0.4.4","0.00001","50","uniform","[64]","0.99","true","uniform","[]","1e-8","false","false","false","1","uniform","[512,512,512]","silu","true","0.0001","50","25","[1]","0.5","ReduceLROnPlateau","50","100","[[""forces"",""mae""],[""forces"",""rmse""],[""forces"",""mae"",{""PerSpecies"":false,""report_per_component"":false}],[""forces"",""rmse"",{""report_per_component"":false,""PerSpecies"":false}],[""total_energy"",""mae""],[""total_energy"",""mae"",{""PerAtom"":true}],[""stress"",""mae""],[""stress"",""rmse""]]","validation_loss","[""allegro.model.Allegro"",""PerSpeciesRescale"",""StressForceOutput"",""RescaleEnergyEtc""]","false","float32","7724","965","0.6.0","2","16","1866185","Adam","o3_full","7","results/allegro_model_81_r_max7p0_l_max1_num_layers2_num_tensor_features16_learning_rate0p0001","allegro_model_81_r_max7p0_l_max1_num_layers2_num_tensor_features16_learning_rate0p0001","123","true","false","1.11.0","uniform","[64,128,256,512]","silu","true","ase","./data/gen_4_2024-11-14_og_val.xyz","debug","true","allegro_hpo_vcrtiwzr","false","0","0.0001","48099.68194724806","100","0.010625290684401987","1.31753671169281","0.1642807275056839","0.22526536881923676","5.413731098175049","2.875895738601685","0.05074449256062507","0.000024392436898779124","0.002907136222347617","0.004938870202749968","0.004852890968322754","0.601758599281311","0.16749082505702972","0.22967658936977384","3.3675384521484375","0.7294681668281555","0.0527513325214386","0.000020120876797591336","0.002747689140960574","0.004485630430281162","48099.68194724806"
"allegro_model_80_r_max7p0_l_max1_num_layers1_num_tensor_features64_learning_rate0p001","finished","-","","","2024-11-22T12:43:22.000Z","35499","","true","6","2","fuser1","[[""DYNAMIC"",3]]","false","false","true","extxyz","auto","4","4","[0.9,0.999]","[""Ti"",""V"",""Cr"",""Zr"",""W""]","ase","./data/gen_4_2024-11-14_og_train.xyz","456","1","float32","cuda","0.4.4","0.00001","50","uniform","[64]","0.99","true","uniform","[]","1e-8","false","false","false","1","uniform","[512,512,512]","silu","true","0.001","50","25","[1]","0.5","ReduceLROnPlateau","50","100","[[""forces"",""mae""],[""forces"",""rmse""],[""forces"",""mae"",{""PerSpecies"":false,""report_per_component"":false}],[""forces"",""rmse"",{""PerSpecies"":false,""report_per_component"":false}],[""total_energy"",""mae""],[""total_energy"",""mae"",{""PerAtom"":true}],[""stress"",""mae""],[""stress"",""rmse""]]","validation_loss","[""allegro.model.Allegro"",""PerSpeciesRescale"",""StressForceOutput"",""RescaleEnergyEtc""]","false","float32","7724","965","0.6.0","1","64","1201097","Adam","o3_full","7","results/allegro_model_80_r_max7p0_l_max1_num_layers1_num_tensor_features64_learning_rate0p001","allegro_model_80_r_max7p0_l_max1_num_layers1_num_tensor_features64_learning_rate0p001","123","true","false","1.11.0","uniform","[64,128,256,512]","silu","true","ase","./data/gen_4_2024-11-14_og_val.xyz","debug","true","allegro_hpo_vcrtiwzr","false","0","0.001","33489.53399183601","100","0.01034650392830372","1.2829666137695312","0.1308877319097519","0.1878548115491867","4.482545852661133","2.717466354370117","0.03528942912817001","0.000024313985704793595","0.002782693365588784","0.0049309213645756245","0.003682269947603345","0.4566015601158142","0.1314796656370163","0.2061927318572998","2.6273860931396484","0.5012121796607971","0.04251544922590256","0.00001611836523807142","0.0024886406026780605","0.004014768172055483","33489.53399183601"
"allegro_model_79_r_max7p0_l_max1_num_layers1_num_tensor_features64_learning_rate0p0005","finished","-","","","2024-11-22T12:10:28.000Z","35494","","true","6","2","fuser1","[[""DYNAMIC"",3]]","false","false","true","extxyz","auto","4","4","[0.9,0.999]","[""Ti"",""V"",""Cr"",""Zr"",""W""]","ase","./data/gen_4_2024-11-14_og_train.xyz","456","1","float32","cuda","0.4.4","0.00001","50","uniform","[64]","0.99","true","uniform","[]","1e-8","false","false","false","1","uniform","[512,512,512]","silu","true","0.0005","50","25","[1]","0.5","ReduceLROnPlateau","50","100","[[""forces"",""mae""],[""forces"",""rmse""],[""forces"",""mae"",{""PerSpecies"":false,""report_per_component"":false}],[""forces"",""rmse"",{""report_per_component"":false,""PerSpecies"":false}],[""total_energy"",""mae""],[""total_energy"",""mae"",{""PerAtom"":true}],[""stress"",""mae""],[""stress"",""rmse""]]","validation_loss","[""allegro.model.Allegro"",""PerSpeciesRescale"",""StressForceOutput"",""RescaleEnergyEtc""]","false","float32","7724","965","0.6.0","1","64","1201097","Adam","o3_full","7","results/allegro_model_79_r_max7p0_l_max1_num_layers1_num_tensor_features64_learning_rate0p0005","allegro_model_79_r_max7p0_l_max1_num_layers1_num_tensor_features64_learning_rate0p0005","123","true","false","1.11.0","uniform","[64,128,256,512]","silu","true","ase","./data/gen_4_2024-11-14_og_val.xyz","debug","true","allegro_hpo_vcrtiwzr","false","0","0.0005","33500.13928003376","100","0.009985064156353474","1.2381479740142822","0.13555704057216644","0.18557541072368625","4.289831638336182","2.567430257797241","0.03443823382258415","0.00001961613816092722","0.0025622183457016945","0.0044290111400187016","0.003931774757802486","0.4875401258468628","0.13744784891605377","0.19051648676395416","2.351783275604248","0.5367002487182617","0.0362965315580368","0.000010234653018414974","0.002018603030592203","0.0031991645228117704","33500.13928003376"
"allegro_model_78_r_max7p0_l_max1_num_layers1_num_tensor_features64_learning_rate0p0001","finished","-","","","2024-11-22T12:06:35.000Z","35503","","true","6","2","fuser1","[[""DYNAMIC"",3]]","false","false","true","extxyz","auto","4","4","[0.9,0.999]","[""Ti"",""V"",""Cr"",""Zr"",""W""]","ase","./data/gen_4_2024-11-14_og_train.xyz","456","1","float32","cuda","0.4.4","0.00001","50","uniform","[64]","0.99","true","uniform","[]","1e-8","false","false","false","1","uniform","[512,512,512]","silu","true","0.0001","50","25","[1]","0.5","ReduceLROnPlateau","50","100","[[""forces"",""mae""],[""forces"",""rmse""],[""forces"",""mae"",{""PerSpecies"":false,""report_per_component"":false}],[""forces"",""rmse"",{""PerSpecies"":false,""report_per_component"":false}],[""total_energy"",""mae""],[""total_energy"",""mae"",{""PerAtom"":true}],[""stress"",""mae""],[""stress"",""rmse""]]","validation_loss","[""allegro.model.Allegro"",""PerSpeciesRescale"",""StressForceOutput"",""RescaleEnergyEtc""]","false","float32","7724","965","0.6.0","1","64","1201097","Adam","o3_full","7","results/allegro_model_78_r_max7p0_l_max1_num_layers1_num_tensor_features64_learning_rate0p0001","allegro_model_78_r_max7p0_l_max1_num_layers1_num_tensor_features64_learning_rate0p0001","123","true","false","1.11.0","uniform","[64,128,256,512]","silu","true","ase","./data/gen_4_2024-11-14_og_val.xyz","debug","true","allegro_hpo_vcrtiwzr","false","0","0.0001","33389.0173495803","100","0.010744630359113216","1.3323322534561155","0.1758676320314407","0.2945351004600525","7.264952182769775","2.926544427871704","0.08675091713666916","0.000034451317333150655","0.0034964655060321093","0.0058695245534181595","0.005230208858847618","0.6485460996627808","0.1794675588607788","0.2787933647632599","4.743655204772949","0.8566731214523315","0.07772573828697205","0.000027821008188766427","0.003220256417989731","0.005274562165141106","33389.0173495803"
"allegro_model_77_r_max7p0_l_max1_num_layers1_num_tensor_features32_learning_rate0p001","finished","-","","","2024-11-22T09:09:37.000Z","32330","","true","6","2","fuser1","[[""DYNAMIC"",3]]","false","false","true","extxyz","auto","4","4","[0.9,0.999]","[""Ti"",""V"",""Cr"",""Zr"",""W""]","ase","./data/gen_4_2024-11-14_og_train.xyz","456","1","float32","cuda","0.4.4","0.00001","50","uniform","[64]","0.99","true","uniform","[]","1e-8","false","false","false","1","uniform","[512,512,512]","silu","true","0.001","50","25","[1]","0.5","ReduceLROnPlateau","50","100","[[""forces"",""mae""],[""forces"",""rmse""],[""forces"",""mae"",{""PerSpecies"":false,""report_per_component"":false}],[""forces"",""rmse"",{""PerSpecies"":false,""report_per_component"":false}],[""total_energy"",""mae""],[""total_energy"",""mae"",{""PerAtom"":true}],[""stress"",""mae""],[""stress"",""rmse""]]","validation_loss","[""allegro.model.Allegro"",""PerSpeciesRescale"",""StressForceOutput"",""RescaleEnergyEtc""]","false","float32","7724","965","0.6.0","1","32","1096649","Adam","o3_full","7","results/allegro_model_77_r_max7p0_l_max1_num_layers1_num_tensor_features32_learning_rate0p001","allegro_model_77_r_max7p0_l_max1_num_layers1_num_tensor_features32_learning_rate0p001","123","true","false","1.11.0","uniform","[64,128,256,512]","silu","true","ase","./data/gen_4_2024-11-14_og_val.xyz","debug","true","allegro_hpo_vcrtiwzr","false","0","0.001","30284.67855391139","100","0.01063223835080862","1.3183971643447876","0.13428090512752533","0.19232025742530823","4.761462688446045","2.911515951156616","0.036987077444791794","0.000023578009859193116","0.002751183696091175","0.004855719394981861","0.003977371845394373","0.4931944012641907","0.13506890833377838","0.2158694863319397","2.904884099960327","0.5746266841888428","0.04659963771700859","0.000010992996976710856","0.0020931726321578026","0.00331556866876781","30284.67855391139"
"allegro_model_76_r_max7p0_l_max1_num_layers1_num_tensor_features32_learning_rate0p0005","finished","-","","","2024-11-22T08:52:05.000Z","31977","","true","6","2","fuser1","[[""DYNAMIC"",3]]","false","false","true","extxyz","auto","4","4","[0.9,0.999]","[""Ti"",""V"",""Cr"",""Zr"",""W""]","ase","./data/gen_4_2024-11-14_og_train.xyz","456","1","float32","cuda","0.4.4","0.00001","50","uniform","[64]","0.99","true","uniform","[]","1e-8","false","false","false","1","uniform","[512,512,512]","silu","true","0.0005","50","25","[1]","0.5","ReduceLROnPlateau","50","100","[[""forces"",""mae""],[""forces"",""rmse""],[""forces"",""mae"",{""PerSpecies"":false,""report_per_component"":false}],[""forces"",""rmse"",{""PerSpecies"":false,""report_per_component"":false}],[""total_energy"",""mae""],[""total_energy"",""mae"",{""PerAtom"":true}],[""stress"",""mae""],[""stress"",""rmse""]]","validation_loss","[""allegro.model.Allegro"",""PerSpeciesRescale"",""StressForceOutput"",""RescaleEnergyEtc""]","false","float32","7724","965","0.6.0","1","32","1096649","Adam","o3_full","7","results/allegro_model_76_r_max7p0_l_max1_num_layers1_num_tensor_features32_learning_rate0p0005","allegro_model_76_r_max7p0_l_max1_num_layers1_num_tensor_features32_learning_rate0p0005","123","true","false","1.11.0","uniform","[64,128,256,512]","silu","true","ase","./data/gen_4_2024-11-14_og_val.xyz","debug","true","allegro_hpo_vcrtiwzr","false","0","0.0005","30040.050837025046","100","0.010158445686101912","1.2596466541290283","0.13834963738918304","0.18879958987236023","4.4904279708862305","2.707575798034668","0.03564528375864029","0.00002365049658692442","0.0028084588702768087","0.004863177426159382","0.0041251578368246555","0.5115196108818054","0.14008735120296478","0.19375060498714447","2.4591095447540283","0.5818169713020325","0.037539299577474594","0.000013114481589582285","0.0022519875783473253","0.003621392184868455","30040.050837025046"
"allegro_model_75_r_max7p0_l_max1_num_layers1_num_tensor_features32_learning_rate0p0001","finished","-","","","2024-11-22T08:46:17.000Z","32004","","true","6","2","fuser1","[[""DYNAMIC"",3]]","false","false","true","extxyz","auto","4","4","[0.9,0.999]","[""Ti"",""V"",""Cr"",""Zr"",""W""]","ase","./data/gen_4_2024-11-14_og_train.xyz","456","1","float32","cuda","0.4.4","0.00001","50","uniform","[64]","0.99","true","uniform","[]","1e-8","false","false","false","1","uniform","[512,512,512]","silu","true","0.0001","50","25","[1]","0.5","ReduceLROnPlateau","50","100","[[""forces"",""mae""],[""forces"",""rmse""],[""forces"",""mae"",{""PerSpecies"":false,""report_per_component"":false}],[""forces"",""rmse"",{""PerSpecies"":false,""report_per_component"":false}],[""total_energy"",""mae""],[""total_energy"",""mae"",{""PerAtom"":true}],[""stress"",""mae""],[""stress"",""rmse""]]","validation_loss","[""allegro.model.Allegro"",""PerSpeciesRescale"",""StressForceOutput"",""RescaleEnergyEtc""]","false","float32","7724","965","0.6.0","1","32","1096649","Adam","o3_full","7","results/allegro_model_75_r_max7p0_l_max1_num_layers1_num_tensor_features32_learning_rate0p0001","allegro_model_75_r_max7p0_l_max1_num_layers1_num_tensor_features32_learning_rate0p0001","123","true","false","1.11.0","uniform","[64,128,256,512]","silu","true","ase","./data/gen_4_2024-11-14_og_val.xyz","debug","true","allegro_hpo_vcrtiwzr","false","0","0.0001","30040.499653566163","100","0.010736215859651566","1.3312907218933103","0.1762787252664566","0.32828211784362793","8.347685813903809","2.958371162414551","0.1077691614627838","0.000033905675081769004","0.0034657344222068787","0.005822858307510614","0.005238818470388651","0.6496136784553528","0.179879292845726","0.31441938877105713","5.775871276855469","0.8323041796684265","0.0988595485687256","0.00002354533353354782","0.002977812197059393","0.004852353595197201","30040.499653566163"
"allegro_model_74_r_max7p0_l_max1_num_layers1_num_tensor_features16_learning_rate0p001","finished","-","","","2024-11-22T04:24:19.000Z","30687","","true","6","2","fuser1","[[""DYNAMIC"",3]]","false","false","true","extxyz","auto","4","4","[0.9,0.999]","[""Ti"",""V"",""Cr"",""Zr"",""W""]","ase","./data/gen_4_2024-11-14_og_train.xyz","456","1","float32","cuda","0.4.4","0.00001","50","uniform","[64]","0.99","true","uniform","[]","1e-8","false","false","false","1","uniform","[512,512,512]","silu","true","0.001","50","25","[1]","0.5","ReduceLROnPlateau","50","100","[[""forces"",""mae""],[""forces"",""rmse""],[""forces"",""mae"",{""PerSpecies"":false,""report_per_component"":false}],[""forces"",""rmse"",{""report_per_component"":false,""PerSpecies"":false}],[""total_energy"",""mae""],[""total_energy"",""mae"",{""PerAtom"":true}],[""stress"",""mae""],[""stress"",""rmse""]]","validation_loss","[""allegro.model.Allegro"",""PerSpeciesRescale"",""StressForceOutput"",""RescaleEnergyEtc""]","false","float32","7724","965","0.6.0","1","16","1045961","Adam","o3_full","7","results/allegro_model_74_r_max7p0_l_max1_num_layers1_num_tensor_features16_learning_rate0p001","allegro_model_74_r_max7p0_l_max1_num_layers1_num_tensor_features16_learning_rate0p001","123","true","false","1.11.0","uniform","[64,128,256,512]","silu","true","ase","./data/gen_4_2024-11-14_og_val.xyz","debug","true","allegro_hpo_vcrtiwzr","false","0","0.001","28536.1023921608","100","0.011019338853657246","1.3663979768753052","0.13786523044109344","0.1932782381772995","4.926436424255371","3.058011770248413","0.03735647723078728","0.000023881377273937687","0.0027997037395834923","0.004886857699602842","0.004212290048599243","0.5223243236541748","0.1392555683851242","0.20569069683551788","2.715606927871704","0.5999994277954102","0.04230866581201553","0.000006978392775636166","0.0017716934671625495","0.002641664817929268","28536.1023921608"
