"Name","State","Notes","User","Tags","Created","Runtime","Sweep","AllegroBesselBasis_trainable","PolynomialCutoff_p","_jit_bailout_depth","_jit_fuser","_jit_fusion_strategy","allow_tf32","amsgrad","append","ase_args.format","avg_num_neighbors","batch_size","bessel_frequency_cutoff","betas","chemical_symbols","dataset","dataset_file_name","dataset_seed","dataset_statistics_stride","default_dtype","device","e3nn_version","early_stopping_lower_bounds.LR","early_stopping_patiences.validation_loss","edge_eng_mlp_initialization","edge_eng_mlp_latent_dimensions","ema_decay","ema_use_num_updates","env_embed_mlp_initialization","env_embed_mlp_latent_dimensions","eps","equivariance_test","gpu_oom_offload","grad_anomaly_mode","l_max","latent_mlp_initialization","latent_mlp_latent_dimensions","latent_mlp_nonlinearity","latent_resnet","learning_rate","loss_coeffs.forces","loss_coeffs.stress","loss_coeffs.total_energy","lr_scheduler_factor","lr_scheduler_name","lr_scheduler_patience","max_epochs","metrics_components","metrics_key","model_builders","model_debug_mode","model_dtype","n_train","n_val","nequip_version","num_layers","num_tensor_features","num_weights","optimizer_name","parity","r_max","root","run_name","seed","shuffle","tensorboard","torch_version","two_body_latent_mlp_initialization","two_body_latent_mlp_latent_dimensions","two_body_latent_mlp_nonlinearity","use_ema","validation_dataset","validation_dataset_file_name","verbose","wandb","wandb_project","warn_unused","weight_decay","LR","cumulative_wall","epoch","training_e/N_mae","training_e_mae","training_f_mae","training_f_rmse","training_loss","training_loss_e","training_loss_f","training_loss_stress","training_stress_mae","training_stress_rmse","validation_e/N_mae","validation_e_mae","validation_f_mae","validation_f_rmse","validation_loss","validation_loss_e","validation_loss_f","validation_loss_stress","validation_stress_mae","validation_stress_rmse","wall"
"allegro_model_128_r_max8p0_l_max1_num_layers1_num_tensor_features16_learning_rate0p001","finished","-","","","2024-11-24T18:02:53.000Z","43402","","true","6","2","fuser1","[[""DYNAMIC"",3]]","false","false","true","extxyz","auto","4","4","[0.9,0.999]","[""Ti"",""V"",""Cr"",""Zr"",""W""]","ase","./data/gen_4_2024-11-14_og_train.xyz","456","1","float32","cuda","0.4.4","0.00001","50","uniform","[64]","0.99","true","uniform","[]","1e-8","false","false","false","1","uniform","[512,512,512]","silu","true","0.001","50","25","[1]","0.5","ReduceLROnPlateau","50","100","[[""forces"",""mae""],[""forces"",""rmse""],[""forces"",""mae"",{""report_per_component"":false,""PerSpecies"":false}],[""forces"",""rmse"",{""PerSpecies"":false,""report_per_component"":false}],[""total_energy"",""mae""],[""total_energy"",""mae"",{""PerAtom"":true}],[""stress"",""mae""],[""stress"",""rmse""]]","validation_loss","[""allegro.model.Allegro"",""PerSpeciesRescale"",""StressForceOutput"",""RescaleEnergyEtc""]","false","float32","7724","965","0.6.0","1","16","1046091","Adam","o3_full","8","results/allegro_model_128_r_max8p0_l_max1_num_layers1_num_tensor_features16_learning_rate0p001","allegro_model_128_r_max8p0_l_max1_num_layers1_num_tensor_features16_learning_rate0p001","123","true","false","1.11.0","uniform","[64,128,256,512]","silu","true","ase","./data/gen_4_2024-11-14_og_val.xyz","debug","true","allegro_hpo_vcrtiwzr","false","0","0.001","41373.26781541016","100","0.010372224263846874","1.2861568927764893","0.13425281643867493","0.1918572187423706","4.616879940032959","2.7758772373199463","0.03680919483304024","0.00002174235123675317","0.0026596018578857183","0.004662869032472372","0.0039707995019853115","0.4923790395259857","0.13521739840507507","0.21519581973552704","2.876504898071289","0.5608007311820984","0.04630924388766289","0.00000972574434854323","0.002023022621870041","0.0031186125706881285","41373.26781541016"
"allegro_model_127_r_max8p0_l_max1_num_layers1_num_tensor_features16_learning_rate0p0005","finished","-","","","2024-11-24T16:38:08.000Z","43720","","true","6","2","fuser1","[[""DYNAMIC"",3]]","false","false","true","extxyz","auto","4","4","[0.9,0.999]","[""Ti"",""V"",""Cr"",""Zr"",""W""]","ase","./data/gen_4_2024-11-14_og_train.xyz","456","1","float32","cuda","0.4.4","0.00001","50","uniform","[64]","0.99","true","uniform","[]","1e-8","false","false","false","1","uniform","[512,512,512]","silu","true","0.0005","50","25","[1]","0.5","ReduceLROnPlateau","50","100","[[""forces"",""mae""],[""forces"",""rmse""],[""forces"",""mae"",{""PerSpecies"":false,""report_per_component"":false}],[""forces"",""rmse"",{""PerSpecies"":false,""report_per_component"":false}],[""total_energy"",""mae""],[""total_energy"",""mae"",{""PerAtom"":true}],[""stress"",""mae""],[""stress"",""rmse""]]","validation_loss","[""allegro.model.Allegro"",""PerSpeciesRescale"",""StressForceOutput"",""RescaleEnergyEtc""]","false","float32","7724","965","0.6.0","1","16","1046091","Adam","o3_full","8","results/allegro_model_127_r_max8p0_l_max1_num_layers1_num_tensor_features16_learning_rate0p0005","allegro_model_127_r_max8p0_l_max1_num_layers1_num_tensor_features16_learning_rate0p0005","123","true","false","1.11.0","uniform","[64,128,256,512]","silu","true","ase","./data/gen_4_2024-11-14_og_val.xyz","debug","true","allegro_hpo_vcrtiwzr","false","0","0.0005","41550.155277028214","100","0.010685849003493786","1.3250449895858765","0.14047306776046753","0.19270800054073337","4.796499729156494","2.939147710800171","0.03713637590408325","0.00002127815423591528","0.0026856567710638046","0.004612824879586697","0.004228876903653145","0.5243805646896362","0.141823410987854","0.19682584702968595","2.515231132507324","0.5779882073402405","0.03874041140079498","0.00000887616079126019","0.0019181199604645371","0.002979288576170802","41550.155277028214"
"allegro_model_126_r_max8p0_l_max1_num_layers1_num_tensor_features16_learning_rate0p0001","finished","-","","","2024-11-24T16:37:45.000Z","43492","","true","6","2","fuser1","[[""DYNAMIC"",3]]","false","false","true","extxyz","auto","4","4","[0.9,0.999]","[""Ti"",""V"",""Cr"",""Zr"",""W""]","ase","./data/gen_4_2024-11-14_og_train.xyz","456","1","float32","cuda","0.4.4","0.00001","50","uniform","[64]","0.99","true","uniform","[]","1e-8","false","false","false","1","uniform","[512,512,512]","silu","true","0.0001","50","25","[1]","0.5","ReduceLROnPlateau","50","100","[[""forces"",""mae""],[""forces"",""rmse""],[""forces"",""mae"",{""PerSpecies"":false,""report_per_component"":false}],[""forces"",""rmse"",{""PerSpecies"":false,""report_per_component"":false}],[""total_energy"",""mae""],[""total_energy"",""mae"",{""PerAtom"":true}],[""stress"",""mae""],[""stress"",""rmse""]]","validation_loss","[""allegro.model.Allegro"",""PerSpeciesRescale"",""StressForceOutput"",""RescaleEnergyEtc""]","false","float32","7724","965","0.6.0","1","16","1046091","Adam","o3_full","8","results/allegro_model_126_r_max8p0_l_max1_num_layers1_num_tensor_features16_learning_rate0p0001","allegro_model_126_r_max8p0_l_max1_num_layers1_num_tensor_features16_learning_rate0p0001","123","true","false","1.11.0","uniform","[64,128,256,512]","silu","true","ase","./data/gen_4_2024-11-14_og_val.xyz","debug","true","allegro_hpo_vcrtiwzr","false","0","0.0001","41427.36407453101","100","0.010944136418402197","1.3570715188980105","0.18067313730716705","0.3359954059123993","8.812134742736816","3.1665308475494385","0.11289290338754654","0.00003830761852441355","0.0034637947101145983","0.006189314648509026","0.005228616762906313","0.648348331451416","0.18395856022834775","0.3171570897102356","5.866168975830078","0.8358349800109863","0.10058862715959548","0.000036131667002337053","0.003478897735476494","0.006010961718857288","41427.36407453101"
"allegro_model_125_r_max8p0_l_max0_num_layers2_num_tensor_features64_learning_rate0p001","finished","-","","","2024-11-24T16:20:10.000Z","71881","","true","6","2","fuser1","[[""DYNAMIC"",3]]","false","false","true","extxyz","auto","4","4","[0.9,0.999]","[""Ti"",""V"",""Cr"",""Zr"",""W""]","ase","./data/gen_4_2024-11-14_og_train.xyz","456","1","float32","cuda","0.4.4","0.00001","50","uniform","[64]","0.99","true","uniform","[]","1e-8","false","false","false","0","uniform","[512,512,512]","silu","true","0.001","50","25","[1]","0.5","ReduceLROnPlateau","50","100","[[""forces"",""mae""],[""forces"",""rmse""],[""forces"",""mae"",{""report_per_component"":false,""PerSpecies"":false}],[""forces"",""rmse"",{""PerSpecies"":false,""report_per_component"":false}],[""total_energy"",""mae""],[""total_energy"",""mae"",{""PerAtom"":true}],[""stress"",""mae""],[""stress"",""rmse""]]","validation_loss","[""allegro.model.Allegro"",""PerSpeciesRescale"",""StressForceOutput"",""RescaleEnergyEtc""]","false","float32","7724","965","0.6.0","2","64","1954891","Adam","o3_full","8","results/allegro_model_125_r_max8p0_l_max0_num_layers2_num_tensor_features64_learning_rate0p001","allegro_model_125_r_max8p0_l_max0_num_layers2_num_tensor_features64_learning_rate0p001","123","true","false","1.11.0","uniform","[64,128,256,512]","silu","true","ase","./data/gen_4_2024-11-14_og_val.xyz","debug","true","allegro_hpo_vcrtiwzr","false","0","0.001","69864.77592881722","100","0.011082344688475132","1.3742095232009888","0.16709767282009125","0.24940869212150577","6.357259750366211","3.2460970878601074","0.06220468506217003","0.00003707995347213","0.003573533846065402","0.006089331116527319","0.004735418129712343","0.5871919393539429","0.16690374910831451","0.24114125967025757","3.627248525619507","0.7192361950874329","0.05814911425113678","0.00002223900446551852","0.0029215707909315825","0.004715824965387583","69864.77592881722"
"allegro_model_124_r_max8p0_l_max0_num_layers2_num_tensor_features64_learning_rate0p0005","finished","-","","","2024-11-24T13:13:32.000Z","72462","","true","6","2","fuser1","[[""DYNAMIC"",3]]","false","false","true","extxyz","auto","4","4","[0.9,0.999]","[""Ti"",""V"",""Cr"",""Zr"",""W""]","ase","./data/gen_4_2024-11-14_og_train.xyz","456","1","float32","cuda","0.4.4","0.00001","50","uniform","[64]","0.99","true","uniform","[]","1e-8","false","false","false","0","uniform","[512,512,512]","silu","true","0.0005","50","25","[1]","0.5","ReduceLROnPlateau","50","100","[[""forces"",""mae""],[""forces"",""rmse""],[""forces"",""mae"",{""PerSpecies"":false,""report_per_component"":false}],[""forces"",""rmse"",{""report_per_component"":false,""PerSpecies"":false}],[""total_energy"",""mae""],[""total_energy"",""mae"",{""PerAtom"":true}],[""stress"",""mae""],[""stress"",""rmse""]]","validation_loss","[""allegro.model.Allegro"",""PerSpeciesRescale"",""StressForceOutput"",""RescaleEnergyEtc""]","false","float32","7724","965","0.6.0","2","64","1954891","Adam","o3_full","8","results/allegro_model_124_r_max8p0_l_max0_num_layers2_num_tensor_features64_learning_rate0p0005","allegro_model_124_r_max8p0_l_max0_num_layers2_num_tensor_features64_learning_rate0p0005","123","true","false","1.11.0","uniform","[64,128,256,512]","silu","true","ase","./data/gen_4_2024-11-14_og_val.xyz","debug","true","allegro_hpo_vcrtiwzr","false","0","0.0005","70123.21319127409","100","0.010833579115569592","1.343364715576172","0.16979706287384033","0.23988649249076843","5.940370082855225","3.062302827835083","0.05754552781581879","0.00003185101013514213","0.0033411532640457153","0.00564366951584816","0.004908717703074217","0.608680784702301","0.17152437567710876","0.246479332447052","3.774906873703003","0.7368620038032532","0.06075206771492958","0.0000176511694007786","0.002598932944238186","0.004201329313218594","70123.21319127409"
"allegro_model_123_r_max8p0_l_max0_num_layers2_num_tensor_features64_learning_rate0p0001","finished","-","","","2024-11-24T12:49:15.000Z","72175","","true","6","2","fuser1","[[""DYNAMIC"",3]]","false","false","true","extxyz","auto","4","4","[0.9,0.999]","[""Ti"",""V"",""Cr"",""Zr"",""W""]","ase","./data/gen_4_2024-11-14_og_train.xyz","456","1","float32","cuda","0.4.4","0.00001","50","uniform","[64]","0.99","true","uniform","[]","1e-8","false","false","false","0","uniform","[512,512,512]","silu","true","0.0001","50","25","[1]","0.5","ReduceLROnPlateau","50","100","[[""forces"",""mae""],[""forces"",""rmse""],[""forces"",""mae"",{""report_per_component"":false,""PerSpecies"":false}],[""forces"",""rmse"",{""PerSpecies"":false,""report_per_component"":false}],[""total_energy"",""mae""],[""total_energy"",""mae"",{""PerAtom"":true}],[""stress"",""mae""],[""stress"",""rmse""]]","validation_loss","[""allegro.model.Allegro"",""PerSpeciesRescale"",""StressForceOutput"",""RescaleEnergyEtc""]","false","float32","7724","965","0.6.0","2","64","1954891","Adam","o3_full","8","results/allegro_model_123_r_max8p0_l_max0_num_layers2_num_tensor_features64_learning_rate0p0001","allegro_model_123_r_max8p0_l_max0_num_layers2_num_tensor_features64_learning_rate0p0001","123","true","false","1.11.0","uniform","[64,128,256,512]","silu","true","ase","./data/gen_4_2024-11-14_og_val.xyz","debug","true","allegro_hpo_vcrtiwzr","false","0","0.0001","70017.6159565011","100","0.01055847853422165","1.3092516660690308","0.18278343975543976","0.2494974136352539","5.88311243057251","2.769918203353882","0.06224895268678665","0.000030097851777100004","0.003260723315179348","0.005486150737851858","0.005197868216782808","0.6445357203483582","0.18630079925060272","0.25351694226264954","4.0238237380981445","0.8097100257873535","0.06427084654569626","0.000022879670723341405","0.00293842819519341","0.0047832694835960865","70017.6159565011"
"allegro_model_122_r_max8p0_l_max0_num_layers2_num_tensor_features32_learning_rate0p001","finished","-","","","2024-11-24T11:56:33.000Z","68868","","true","6","2","fuser1","[[""DYNAMIC"",3]]","false","false","true","extxyz","auto","4","4","[0.9,0.999]","[""Ti"",""V"",""Cr"",""Zr"",""W""]","ase","./data/gen_4_2024-11-14_og_train.xyz","456","1","float32","cuda","0.4.4","0.00001","50","uniform","[64]","0.99","true","uniform","[]","1e-8","false","false","false","0","uniform","[512,512,512]","silu","true","0.001","50","25","[1]","0.5","ReduceLROnPlateau","50","100","[[""forces"",""mae""],[""forces"",""rmse""],[""forces"",""mae"",{""PerSpecies"":false,""report_per_component"":false}],[""forces"",""rmse"",{""PerSpecies"":false,""report_per_component"":false}],[""total_energy"",""mae""],[""total_energy"",""mae"",{""PerAtom"":true}],[""stress"",""mae""],[""stress"",""rmse""]]","validation_loss","[""allegro.model.Allegro"",""PerSpeciesRescale"",""StressForceOutput"",""RescaleEnergyEtc""]","false","float32","7724","965","0.6.0","2","32","1866827","Adam","o3_full","8","results/allegro_model_122_r_max8p0_l_max0_num_layers2_num_tensor_features32_learning_rate0p001","allegro_model_122_r_max8p0_l_max0_num_layers2_num_tensor_features32_learning_rate0p001","123","true","false","1.11.0","uniform","[64,128,256,512]","silu","true","ase","./data/gen_4_2024-11-14_og_val.xyz","debug","true","allegro_hpo_vcrtiwzr","false","0","0.001","66805.39398124302","100","0.01104153972119093","1.3691521883010864","0.16847951710224152","0.2526850700378418","6.374112606048584","3.1806764602661133","0.06384974718093872","0.00003780480255954899","0.003594459965825081","0.006148560903966427","0.0048359050415456295","0.5996522903442383","0.16841287910938263","0.23275478184223175","3.4462597370147705","0.7370264530181885","0.054174792021512985","0.000019718932890100405","0.0027433112263679504","0.004440600518137217","66805.39398124302"
"allegro_model_121_r_max8p0_l_max0_num_layers2_num_tensor_features32_learning_rate0p0005","finished","-","","","2024-11-24T08:01:50.000Z","69569","","true","6","2","fuser1","[[""DYNAMIC"",3]]","false","false","true","extxyz","auto","4","4","[0.9,0.999]","[""Ti"",""V"",""Cr"",""Zr"",""W""]","ase","./data/gen_4_2024-11-14_og_train.xyz","456","1","float32","cuda","0.4.4","0.00001","50","uniform","[64]","0.99","true","uniform","[]","1e-8","false","false","false","0","uniform","[512,512,512]","silu","true","0.0005","50","25","[1]","0.5","ReduceLROnPlateau","50","100","[[""forces"",""mae""],[""forces"",""rmse""],[""forces"",""mae"",{""PerSpecies"":false,""report_per_component"":false}],[""forces"",""rmse"",{""PerSpecies"":false,""report_per_component"":false}],[""total_energy"",""mae""],[""total_energy"",""mae"",{""PerAtom"":true}],[""stress"",""mae""],[""stress"",""rmse""]]","validation_loss","[""allegro.model.Allegro"",""PerSpeciesRescale"",""StressForceOutput"",""RescaleEnergyEtc""]","false","float32","7724","965","0.6.0","2","32","1866827","Adam","o3_full","8","results/allegro_model_121_r_max8p0_l_max0_num_layers2_num_tensor_features32_learning_rate0p0005","allegro_model_121_r_max8p0_l_max0_num_layers2_num_tensor_features32_learning_rate0p0005","123","true","false","1.11.0","uniform","[64,128,256,512]","silu","true","ase","./data/gen_4_2024-11-14_og_val.xyz","debug","true","allegro_hpo_vcrtiwzr","false","0","0.0005","67441.75635787984","100","0.01170970033854246","1.4520049095153809","0.1718321442604065","0.23505114018917084","6.325605869293213","3.5622191429138184","0.055249039083719254","0.00003749046300072223","0.0035580929834395647","0.006122945807874203","0.00504167890176177","0.6251680254936218","0.1737533062696457","0.2355095148086548","3.5426347255706787","0.7688578367233276","0.0554647333920002","0.00002158543429686688","0.0027855676598846912","0.004646012559533119","67441.75635787984"
"allegro_model_120_r_max8p0_l_max0_num_layers2_num_tensor_features32_learning_rate0p0001","finished","-","","","2024-11-24T07:57:30.000Z","69068","","true","6","2","fuser1","[[""DYNAMIC"",3]]","false","false","true","extxyz","auto","4","4","[0.9,0.999]","[""Ti"",""V"",""Cr"",""Zr"",""W""]","ase","./data/gen_4_2024-11-14_og_train.xyz","456","1","float32","cuda","0.4.4","0.00001","50","uniform","[64]","0.99","true","uniform","[]","1e-8","false","false","false","0","uniform","[512,512,512]","silu","true","0.0001","50","25","[1]","0.5","ReduceLROnPlateau","50","100","[[""forces"",""mae""],[""forces"",""rmse""],[""forces"",""mae"",{""PerSpecies"":false,""report_per_component"":false}],[""forces"",""rmse"",{""PerSpecies"":false,""report_per_component"":false}],[""total_energy"",""mae""],[""total_energy"",""mae"",{""PerAtom"":true}],[""stress"",""mae""],[""stress"",""rmse""]]","validation_loss","[""allegro.model.Allegro"",""PerSpeciesRescale"",""StressForceOutput"",""RescaleEnergyEtc""]","false","float32","7724","965","0.6.0","2","32","1866827","Adam","o3_full","8","results/allegro_model_120_r_max8p0_l_max0_num_layers2_num_tensor_features32_learning_rate0p0001","allegro_model_120_r_max8p0_l_max0_num_layers2_num_tensor_features32_learning_rate0p0001","123","true","false","1.11.0","uniform","[64,128,256,512]","silu","true","ase","./data/gen_4_2024-11-14_og_val.xyz","debug","true","allegro_hpo_vcrtiwzr","false","0","0.0001","67002.16954424698","100","0.011187792755663397","1.3872863054275513","0.189847394824028","0.258267343044281","6.43331241607666","3.096827745437622","0.06670202314853668","0.00005550341302296147","0.004250059835612774","0.00745006138458848","0.005445759743452072","0.6752740144729614","0.1941204071044922","0.2656131088733673","4.394906997680664","0.8660590648651123","0.07055032253265381","0.00005325005258782767","0.004152488429099321","0.007297263480722904","67002.16954424698"
"allegro_model_119_r_max8p0_l_max0_num_layers2_num_tensor_features16_learning_rate0p001","finished","-","","","2024-11-24T07:26:58.000Z","67584","","true","6","2","fuser1","[[""DYNAMIC"",3]]","false","false","true","extxyz","auto","4","4","[0.9,0.999]","[""Ti"",""V"",""Cr"",""Zr"",""W""]","ase","./data/gen_4_2024-11-14_og_train.xyz","456","1","float32","cuda","0.4.4","0.00001","50","uniform","[64]","0.99","true","uniform","[]","1e-8","false","false","false","0","uniform","[512,512,512]","silu","true","0.001","50","25","[1]","0.5","ReduceLROnPlateau","50","100","[[""forces"",""mae""],[""forces"",""rmse""],[""forces"",""mae"",{""PerSpecies"":false,""report_per_component"":false}],[""forces"",""rmse"",{""PerSpecies"":false,""report_per_component"":false}],[""total_energy"",""mae""],[""total_energy"",""mae"",{""PerAtom"":true}],[""stress"",""mae""],[""stress"",""rmse""]]","validation_loss","[""allegro.model.Allegro"",""PerSpeciesRescale"",""StressForceOutput"",""RescaleEnergyEtc""]","false","float32","7724","965","0.6.0","2","16","1824331","Adam","o3_full","8","results/allegro_model_119_r_max8p0_l_max0_num_layers2_num_tensor_features16_learning_rate0p001","allegro_model_119_r_max8p0_l_max0_num_layers2_num_tensor_features16_learning_rate0p001","123","true","false","1.11.0","uniform","[64,128,256,512]","silu","true","ase","./data/gen_4_2024-11-14_og_val.xyz","debug","true","allegro_hpo_vcrtiwzr","false","0","0.001","65510.18623471586","100","0.011346480809152126","1.4069664478302002","0.1698124259710312","0.2334657460451126","6.064093112945557","3.337893486022949","0.054506249725818634","0.000035530694731278345","0.00352017255499959","0.005960762966424227","0.004865784663707018","0.6033569574356079","0.17062044143676758","0.2469044327735901","3.7925045490264897","0.743894100189209","0.060961801558732986","0.000020808594854315743","0.0028485143557190895","0.004561644047498703","65510.18623471586"
"allegro_model_118_r_max8p0_l_max0_num_layers2_num_tensor_features16_learning_rate0p0005","finished","-","","","2024-11-24T07:00:53.000Z","67459","","true","6","2","fuser1","[[""DYNAMIC"",3]]","false","false","true","extxyz","auto","4","4","[0.9,0.999]","[""Ti"",""V"",""Cr"",""Zr"",""W""]","ase","./data/gen_4_2024-11-14_og_train.xyz","456","1","float32","cuda","0.4.4","0.00001","50","uniform","[64]","0.99","true","uniform","[]","1e-8","false","false","false","0","uniform","[512,512,512]","silu","true","0.0005","50","25","[1]","0.5","ReduceLROnPlateau","50","100","[[""forces"",""mae""],[""forces"",""rmse""],[""forces"",""mae"",{""PerSpecies"":false,""report_per_component"":false}],[""forces"",""rmse"",{""report_per_component"":false,""PerSpecies"":false}],[""total_energy"",""mae""],[""total_energy"",""mae"",{""PerAtom"":true}],[""stress"",""mae""],[""stress"",""rmse""]]","validation_loss","[""allegro.model.Allegro"",""PerSpeciesRescale"",""StressForceOutput"",""RescaleEnergyEtc""]","false","float32","7724","965","0.6.0","2","16","1824331","Adam","o3_full","8","results/allegro_model_118_r_max8p0_l_max0_num_layers2_num_tensor_features16_learning_rate0p0005","allegro_model_118_r_max8p0_l_max0_num_layers2_num_tensor_features16_learning_rate0p0005","123","true","false","1.11.0","uniform","[64,128,256,512]","silu","true","ase","./data/gen_4_2024-11-14_og_val.xyz","debug","true","allegro_hpo_vcrtiwzr","false","0","0.0005","65382.71885316586","100","0.01198597066104412","1.4862602949142456","0.1742233783006668","0.2423868030309677","6.721026420593262","3.782460451126098","0.05875135958194733","0.00004008143150713295","0.0037140429485589266","0.006330989301204681","0.004930051509290934","0.6113261580467224","0.1760949343442917","0.2387383878231049","3.59024715423584","0.7398597598075867","0.05699601769447327","0.000023472379325539805","0.002969712484627962","0.004844830371439457","65382.71885316586"
"allegro_model_117_r_max8p0_l_max0_num_layers2_num_tensor_features16_learning_rate0p0001","finished","-","","","2024-11-24T06:37:41.000Z","67568","","true","6","2","fuser1","[[""DYNAMIC"",3]]","false","false","true","extxyz","auto","4","4","[0.9,0.999]","[""Ti"",""V"",""Cr"",""Zr"",""W""]","ase","./data/gen_4_2024-11-14_og_train.xyz","456","1","float32","cuda","0.4.4","0.00001","50","uniform","[64]","0.99","true","uniform","[]","1e-8","false","false","false","0","uniform","[512,512,512]","silu","true","0.0001","50","25","[1]","0.5","ReduceLROnPlateau","50","100","[[""forces"",""mae""],[""forces"",""rmse""],[""forces"",""mae"",{""PerSpecies"":false,""report_per_component"":false}],[""forces"",""rmse"",{""PerSpecies"":false,""report_per_component"":false}],[""total_energy"",""mae""],[""total_energy"",""mae"",{""PerAtom"":true}],[""stress"",""mae""],[""stress"",""rmse""]]","validation_loss","[""allegro.model.Allegro"",""PerSpeciesRescale"",""StressForceOutput"",""RescaleEnergyEtc""]","false","float32","7724","965","0.6.0","2","16","1824331","Adam","o3_full","8","results/allegro_model_117_r_max8p0_l_max0_num_layers2_num_tensor_features16_learning_rate0p0001","allegro_model_117_r_max8p0_l_max0_num_layers2_num_tensor_features16_learning_rate0p0001","123","true","false","1.11.0","uniform","[64,128,256,512]","silu","true","ase","./data/gen_4_2024-11-14_og_val.xyz","debug","true","allegro_hpo_vcrtiwzr","false","0","0.0001","65260.54160897527","100","0.011355694383382796","1.408107042312622","0.18908336758613584","0.25740569829940796","6.490142822265625","3.1762664318084717","0.06625770032405853","0.00003971376281697303","0.0038526966236531734","0.006301885470747948","0.00532748457044363","0.6606082916259766","0.19264018535614016","0.2672802209854126","4.409485340118408","0.836685836315155","0.07143872231245041","0.000034511296689743176","0.003682881593704224","0.005874631926417351","65260.54160897527"
"allegro_model_116_r_max8p0_l_max0_num_layers1_num_tensor_features64_learning_rate0p001","finished","-","","","2024-11-24T05:43:36.000Z","44348","","true","6","2","fuser1","[[""DYNAMIC"",3]]","false","false","true","extxyz","auto","4","4","[0.9,0.999]","[""Ti"",""V"",""Cr"",""Zr"",""W""]","ase","./data/gen_4_2024-11-14_og_train.xyz","456","1","float32","cuda","0.4.4","0.00001","50","uniform","[64]","0.99","true","uniform","[]","1e-8","false","false","false","0","uniform","[512,512,512]","silu","true","0.001","50","25","[1]","0.5","ReduceLROnPlateau","50","100","[[""forces"",""mae""],[""forces"",""rmse""],[""forces"",""mae"",{""PerSpecies"":false,""report_per_component"":false}],[""forces"",""rmse"",{""PerSpecies"":false,""report_per_component"":false}],[""total_energy"",""mae""],[""total_energy"",""mae"",{""PerAtom"":true}],[""stress"",""mae""],[""stress"",""rmse""]]","validation_loss","[""allegro.model.Allegro"",""PerSpeciesRescale"",""StressForceOutput"",""RescaleEnergyEtc""]","false","float32","7724","965","0.6.0","1","64","1098827","Adam","o3_full","8","results/allegro_model_116_r_max8p0_l_max0_num_layers1_num_tensor_features64_learning_rate0p001","allegro_model_116_r_max8p0_l_max0_num_layers1_num_tensor_features64_learning_rate0p001","123","true","false","1.11.0","uniform","[64,128,256,512]","silu","true","ase","./data/gen_4_2024-11-14_og_val.xyz","debug","true","allegro_hpo_vcrtiwzr","false","0","0.001","42320.69333349308","100","0.011483370326459408","1.4239387512207031","0.17141224443912506","0.2414170503616333","6.2890448570251465","3.374009609222412","0.05828218907117843","0.00003666692282422446","0.0035907563287764788","0.0060553220100700855","0.0050119622610509396","0.6214831471443176","0.17218683660030365","0.25016701221466064","3.917746067047119","0.7880681753158569","0.06258353590965271","0.000020044688426423814","0.002824993571266532","0.004477129317820072","42320.69333349308"
"allegro_model_115_r_max8p0_l_max0_num_layers1_num_tensor_features64_learning_rate0p0005","finished","-","","","2024-11-24T00:42:11.000Z","45071","","true","6","2","fuser1","[[""DYNAMIC"",3]]","false","false","true","extxyz","auto","4","4","[0.9,0.999]","[""Ti"",""V"",""Cr"",""Zr"",""W""]","ase","./data/gen_4_2024-11-14_og_train.xyz","456","1","float32","cuda","0.4.4","0.00001","50","uniform","[64]","0.99","true","uniform","[]","1e-8","false","false","false","0","uniform","[512,512,512]","silu","true","0.0005","50","25","[1]","0.5","ReduceLROnPlateau","50","100","[[""forces"",""mae""],[""forces"",""rmse""],[""forces"",""mae"",{""PerSpecies"":false,""report_per_component"":false}],[""forces"",""rmse"",{""report_per_component"":false,""PerSpecies"":false}],[""total_energy"",""mae""],[""total_energy"",""mae"",{""PerAtom"":true}],[""stress"",""mae""],[""stress"",""rmse""]]","validation_loss","[""allegro.model.Allegro"",""PerSpeciesRescale"",""StressForceOutput"",""RescaleEnergyEtc""]","false","float32","7724","965","0.6.0","1","64","1098827","Adam","o3_full","8","results/allegro_model_115_r_max8p0_l_max0_num_layers1_num_tensor_features64_learning_rate0p0005","allegro_model_115_r_max8p0_l_max0_num_layers1_num_tensor_features64_learning_rate0p0005","123","true","false","1.11.0","uniform","[64,128,256,512]","silu","true","ase","./data/gen_4_2024-11-14_og_val.xyz","debug","true","allegro_hpo_vcrtiwzr","false","0","0.0005","42574.246601074934","100","0.011518917046487331","1.4283466339111328","0.17404618859291077","0.23629878461360931","6.323367118835449","3.530517816543579","0.05583710968494415","0.00003957671287935227","0.003676422405987978","0.0062910025008022785","0.005138038657605648","0.6371168494224548","0.1756751537322998","0.237726166844368","3.621169328689575","0.7947937846183777","0.05651373043656349","0.000027538842914509587","0.003125477349385619","0.005247746594250202","42574.246601074934"
