mlip_energy_total,vasp_energy_total,energy_diff,num_atoms,cell_param_diffs,cell_rmse,mean_atomic_displacement,max_atomic_displacement,rms_atomic_displacement,atomic_displacements_all
-1154.067293138697,-1150.42916965,-3.638123488697147,128,"{'da': np.float64(0.007987090662796348), 'db': np.float64(-0.0014185058139517537), 'dc': np.float64(0.005180772717542581), 'dalpha': np.float64(0.035171570782097206), 'dbeta': np.float64(0.004478862365232317), 'dgamma': np.float64(-0.04318498375846502)}",0.023146953015953067,0.012083122859978108,0.025373422714611415,0.013127118255498152,"[0.010018553952737751, 0.00702504261854279, 0.020063607739562825, 0.012471604788112826, 0.01462149327029799, 0.01024936899004381, 0.014198474049487679, 0.004229175197502507, 0.00739464368098827, 0.01626498308199738, 0.010873766832769954, 0.014791685996779814, 0.009265221951742177, 0.013486058015488626, 0.00818626115703934, 0.007553795834496275, 0.004469017982072927, 0.008139720308796686, 0.006387887642428661, 0.006873872431902861, 0.018244648994887633, 0.008472443990158264, 0.009867059591375463, 0.014458927495098159, 0.012398770415600302, 0.015484854543025393, 0.011872214316622614, 0.014774961962073434, 0.010867789178981485, 0.002511991160687827, 0.006120079282044247, 0.009974896806883684, 0.00832745405593929, 0.014994378374828927, 0.01059432626689953, 0.01857724588722142, 0.013261140477185194, 0.013133622052051527, 0.005777098238332077, 0.008780707214150885, 0.008881360809424824, 0.012686062722520815, 0.022921975060961282, 0.014839500921032657, 0.009187983594564226, 0.008738007836673506, 0.009261716668403778, 0.014392672249528086, 0.02067360751866551, 0.019583681513346867, 0.017731328463668917, 0.002601607986509811, 0.006796564507874766, 0.006841453755710677, 0.013046838842203567, 0.019010351756960392, 0.012102435769851866, 0.021569143828699098, 0.009940395678233328, 0.0044449834762674495, 0.004346990565434211, 0.008123504773804916, 0.021384546811498067, 0.02394166221039953, 0.010812427791596869, 0.015299282606688855, 0.020571849399820718, 0.010379687823417095, 0.014844815968382564, 0.011768418336491613, 0.01552427580936688, 0.004494882912809633, 0.01520614199779418, 0.008545323917279161, 0.013664924172870265, 0.008289094584960691, 0.00760412842089605, 0.01059534052000001, 0.013548736933735239, 0.009969819520619696, 0.013932939044683654, 0.004928360728550938, 0.014702176488243665, 0.02436487104670982, 0.012162999482640978, 0.005619908437495092, 0.014212704165756668, 0.025373422714611415, 0.016842795998275924, 0.01168458598746011, 0.0065208087226198, 0.015782755903271124, 0.019290283351738862, 0.01678128852060044, 0.013927202693133524, 0.002068419520832494, 0.011921201685611725, 0.0132194676460466, 0.012910534152232376, 0.0046275456031568615, 0.010267038665286377, 0.009984967728587115, 0.01446990712521914, 0.013779203638525358, 0.008153629053585236, 0.010905060166959229, 0.003847969529362952, 0.008565066399597318, 0.008376294577526925, 0.015842170435663844, 0.016519619147022185, 0.010477996510768594, 0.011530212865290563, 0.008164411364067743, 0.007234566072554369, 0.009237835644973663, 0.022957900229251472, 0.024993612639545963, 0.010268570320457408, 0.01809941802564783, 0.009807393657853075, 0.018555721781445943, 0.015676559913957822, 0.01857744340882209, 0.012650781583437522, 0.013279183261467238, 0.007663165290650795, 0.006653381280191935]"
