config_name,hpo_id,mean_force_rmse,std_force_rmse,num_rmse_samples,mean_katom_steps_per_s_log,mean_peak_gpu_memory_mib,mean_timesteps_per_s_log,std_katom_steps_per_s_log,std_peak_gpu_memory_mib,std_timesteps_per_s_log
hpo_010_num_layers-1_l_max-1_num_scalar_features-64_num_tensor_features-16_mlp_width-256,hpo_010,0.23439623684983457,0.0026527654314562423,9,142.18057142857145,4062.4285714285716,322.30023809523817,89.52583536084511,2444.6281020111946,200.6757663969182
hpo_009_num_layers-1_l_max-1_num_scalar_features-64_num_tensor_features-16_mlp_width-128,hpo_009,0.23657921443040428,0.002710156902146771,9,175.3454761904762,3902.5238095238096,362.7323333333333,121.71926965793831,2358.283965493715,206.59916082291653
hpo_008_num_layers-1_l_max-1_num_scalar_features-32_num_tensor_features-64_mlp_width-512,hpo_008,0.22208317725325946,0.006357565161364717,9,83.89804761904763,4458.238095238095,230.9786190476191,40.578293120184576,2757.0816437813714,168.01999342949523
hpo_007_num_layers-1_l_max-1_num_scalar_features-32_num_tensor_features-64_mlp_width-256,hpo_007,0.2238019050727941,0.004400987599029344,9,114.57604761904761,4287.666666666667,286.8671428571428,64.52489788637885,2408.869326745088,196.47715471608544
hpo_006_num_layers-1_l_max-1_num_scalar_features-32_num_tensor_features-64_mlp_width-128,hpo_006,0.2271037374844281,0.004097876732519355,9,132.35714285714286,4273.857142857143,311.5954285714285,80.14431914383309,2555.907515652988,202.32523099123634
hpo_005_num_layers-1_l_max-1_num_scalar_features-32_num_tensor_features-32_mlp_width-512,hpo_005,0.22947943044599484,0.005355447336278558,9,94.7397619047619,4315.285714285715,248.22319047619055,50.05419418880376,2677.244201466447,175.1070974913978
hpo_004_num_layers-1_l_max-1_num_scalar_features-32_num_tensor_features-32_mlp_width-256,hpo_004,0.23084594630318855,0.005072222570628669,9,137.23014285714288,4059.9523809523807,321.4347142857142,83.31374891654183,2478.971227670674,204.8583594125812
hpo_003_num_layers-1_l_max-1_num_scalar_features-32_num_tensor_features-32_mlp_width-128,hpo_003,0.23347816082526865,0.0036780130343311477,9,164.9700476190476,3965.8571428571427,344.36766666666665,111.35954241665875,2410.1428025267355,196.63648231275226
hpo_002_num_layers-1_l_max-1_num_scalar_features-32_num_tensor_features-16_mlp_width-512,hpo_002,0.2355887365194291,0.005582217599219654,9,101.81542857142858,4267.333333333333,266.80347619047615,53.98906777910823,2619.8859389930194,191.2571652939097
hpo_000_num_layers-1_l_max-1_num_scalar_features-32_num_tensor_features-16_mlp_width-128,hpo_000,0.24057241547657343,0.003936969182024755,9,188.90276190476192,3884.0476190476193,376.42900000000003,136.12860491201133,2388.5257268070295,211.3101063581674
hpo_001_num_layers-1_l_max-1_num_scalar_features-32_num_tensor_features-16_mlp_width-256,hpo_001,0.2392002930275565,0.004084073067537546,9,152.3119047619048,4031.714285714286,339.07847619047624,98.02957138583479,2441.7233902073576,208.839525661839
